ID,英文名稱,中文名稱,圖片,中國大陸譯名,類別,更新日期
2917881,permission marketing,許可式行銷,,,行銷管理組,2017-03-23
2917882,personal communication channel,人員溝通管道,,人员沟通渠道；人员传播渠道,行銷管理組,2017-03-23
2917883,personal interview,人員訪問,,,行銷管理組,2017-03-23
2917884,personality,個性；性格,,消费者个性,行銷管理組,2017-03-23
2917885,persuasive advertising,說服式廣告,,,行銷管理組,2017-03-23
2917886,phantom respondents,幽靈,,,行銷管理組,2017-03-23
2917887,physical audit,現場稽核,,,行銷管理組,2017-03-23
2917889,physiological needs,生理需要；生理需求,,,行銷管理組,2017-03-23
2917890,piggyback,背負法,,猪背运输,行銷管理組,2017-03-23
2917891,place,通路,,,行銷管理組,2017-03-23
2917892,place advertising,定點廣告；地點廣告,,,行銷管理組,2017-03-23
2917894,planned obsolescence,計劃性過時,,,行銷管理組,2017-03-23
2917895,pleasing product,愉悅的產品,,愉悦产品,行銷管理組,2017-03-23
2917896,point of purchase {=POP},購買點,,购物点；销售点,行銷管理組,2017-03-23
2917897,point of sales system{=POS},銷售點電腦系統,,,行銷管理組,2017-03-23
2917898,point-of-difference{=POD},差異點,,,行銷管理組,2017-03-23
2917899,point-of-parity{=POP},對等點,,,行銷管理組,2017-03-23
2917900,population,人口；母體,,,行銷管理組,2017-03-23
2917901,portfolio test,組合測試,,,行銷管理組,2017-03-23
2917902,positioning,定位,,,行銷管理組,2017-03-23
2917903,positioning statement,定位宣言,,定位陈述；定位申明,行銷管理組,2017-03-23
2917904,post-purchase behavior,購後行為,,购后行为,行銷管理組,2017-03-23
2917905,post-purchase dissonance,購後失調,,,行銷管理組,2017-03-23
2917906,potential market,潛在市場,,,行銷管理組,2017-03-23
2917908,predictive validity,預測效率,,,行銷管理組,2017-03-23
2917909,preemptive defense,先發防禦,,,行銷管理組,2017-03-23
2917910,preemptive pricing,先發訂價法,,,行銷管理組,2017-03-23
2917911,preference,偏好,,,行銷管理組,2017-03-23
2917912,preference tests,偏好測試,,,行銷管理組,2017-03-23
2917913,prestige pricing,聲望訂價,,声望定价,行銷管理組,2017-03-23
2917914,pretest,前測,,,行銷管理組,2017-03-23
2917915,price,價格,,价格,行銷管理組,2017-03-23
2917916,price ceiling,價格上限,,最高限价,行銷管理組,2017-03-23
2917919,price elasticity,價格彈性,,价格弹性,行銷管理組,2017-03-23
2917920,price escalation,價格階升,,,行銷管理組,2017-03-23
2917921,price floor,價格下限,,最低限价,行銷管理組,2017-03-23
2917922,price war,價格戰,,价格战,行銷管理組,2017-03-23
2917923,price-quality relationship,價格品質關係,,,行銷管理組,2017-03-23
2917924,pricing collaborations,聯合訂價,,,行銷管理組,2017-03-23
2917926,primary activities,主要活動,,,行銷管理組,2017-03-23
2917928,principle of mass,大數原則,,,行銷管理組,2017-03-23
2917929,private brand,私有品牌,,私有品牌；商店品牌；渠道品牌,行銷管理組,2017-03-23
2917930,probability sampling,機率抽樣,,,行銷管理組,2017-03-23
2917931,problem definition,問題介定,,,行銷管理組,2017-03-23
2917932,problem recognition,問題確認,,问题识别,行銷管理組,2017-03-23
2917933,producer market,生產者市場,,,行銷管理組,2017-03-23
2917934,product,產品,,产品,行銷管理組,2017-03-23
2917935,product adoption process,產品採用過程,,,行銷管理組,2017-03-23
2917936,product bundle pricing,成組產品訂價,,产品捆绑定价,行銷管理組,2017-03-23
2917937,product category,產品類別,,产品品类,行銷管理組,2017-03-23
2917938,product development,產品發展,,产品开发,行銷管理組,2017-03-23
2917940,product elimination,產品刪減,,,行銷管理組,2017-03-23
2917941,product evolution,產品進化,,,行銷管理組,2017-03-23
2917942,product family,產品家族,,,行銷管理組,2017-03-23
2917945,product line filling,產品線填充,,产品线填充,行銷管理組,2017-03-23
2917946,product line length,產品線長度,,产品线长度,行銷管理組,2017-03-23
2917947,product line pricing,產品線訂價法,,产品线定价,行銷管理組,2017-03-23
2917948,product line stretching,產品線延伸,,产品线延伸,行銷管理組,2017-03-23
2917949,product mix,產品組合,,产品组合,行銷管理組,2017-03-23
2917950,product mix depth,產品組合深度,,产品组合深度,行銷管理組,2017-03-23
2917951,product mix length,產品組合長度,,产品组合长度,行銷管理組,2017-03-23
2917952,product mix width,產品組合寬度,,产品组合宽度,行銷管理組,2017-03-23
2917953,product modification,產品調整,,,行銷管理組,2017-03-23
2917954,product planning,產品規劃,,,行銷管理組,2017-03-23
2917955,product portfolio,產品組合,,,行銷管理組,2017-03-23
2917956,product portfolio analysis,產品組合分析,,,行銷管理組,2017-03-23
2917957,product positioning,產品定位,,产品定位,行銷管理組,2017-03-23
2917958,product proliferation,產品繁衍,,,行銷管理組,2017-03-23
2917959,product safety,產品安全,,,行銷管理組,2017-03-23
2917960,product specialization,產品專精化,,,行銷管理組,2017-03-23
2917961,product strategy,產品策略,,产品策略,行銷管理組,2017-03-23
2917962,product system,產品系統,,,行銷管理組,2017-03-23
2917963,product testing,產品測試,,,行銷管理組,2017-03-23
2917964,product value analysis,產品價值分析,,,行銷管理組,2017-03-23
2917965,product/ market expansion grid,產品／市場擴展矩陣,,产品/市场拓展方格；安索夫矩阵,行銷管理組,2017-03-23
2917966,product/ market matrix,產品／市場矩陣,,,行銷管理組,2017-03-23
2917967,product-bundling pricing,成組產品訂價法,,,行銷管理組,2017-03-23
2917969,product-forms life cycle,產品型式生命週期,,,行銷管理組,2017-03-23
2917970,production concept,生產觀念,,生产观念,行銷管理組,2017-03-23
2917971,production orientation,生產導向,,,行銷管理組,2017-03-23
2917972,product-market concentration strategies,產品市場集中策略,,,行銷管理組,2017-03-23
2917973,product-mix pricing,產品組合訂價法,,,行銷管理組,2017-03-23
2917974,profit impact of market strategy {=PIMS},市場策略的利潤影響,,,行銷管理組,2017-03-23
2917975,projective techniques,投射技術,,,行銷管理組,2017-03-23
2917976,promotion,推廣；促銷,,,行銷管理組,2017-03-23
2917977,promotion alliances,推廣聯盟；促銷聯盟,,,行銷管理組,2017-03-23
2917978,promotion management,推廣管理,,促销管理,行銷管理組,2017-03-23
2917980,promotional advertising,促銷廣告,,,行銷管理組,2017-03-23
2917981,promotional allowances,促銷折讓,,促销折让,行銷管理組,2017-03-23
2917982,promotional discount,促銷折扣,,,行銷管理組,2017-03-23
2917983,promotional pricing,促銷訂價法,,促销定价,行銷管理組,2017-03-23
2917984,prospective method,前瞻法,,,行銷管理組,2017-03-23
2917985,prospects [customer],前瞻；潛在顧客,,,行銷管理組,2017-03-23
2917986,protectionism,保護主義,,,行銷管理組,2017-03-23
2917988,psychic proximity,心理接近性,,,行銷管理組,2017-03-23
2917989,psychographic analysis,心理變數分析,,,行銷管理組,2017-03-23
2917990,psychological discounting,心理折扣,,,行銷管理組,2017-03-23
2917991,psychological pricing,心理訂價,,心理定价,行銷管理組,2017-03-23
2917992,public relation,公共關係,,,行銷管理組,2017-03-23
2917993,publicity,公共報導,,,行銷管理組,2017-03-23
2917995,purchase decision,購買決策,,购买决策,行銷管理組,2017-03-23
2917996,purchase frequency,購買頻率,,购买频率,行銷管理組,2017-03-23
2917997,purchase intention,購買意圖,,,行銷管理組,2017-03-23
2917998,purposive sampling,立意抽樣,,,行銷管理組,2017-03-23
2918001,quantitative research,量化研究,,,行銷管理組,2017-03-23
2918002,quantity discount,數量折扣,,数量折扣,行銷管理組,2017-03-23
2918003,question mark,問號［事業］,,,行銷管理組,2017-03-23
2918004,quota sampling,配額抽樣,,,行銷管理組,2017-03-23
2918005,raincheck,雨票{事後補償}；保留券,,,行銷管理組,2017-03-23
2918006,random sampling error,隨機抽樣誤差,,,行銷管理組,2017-03-23
2918007,rank-order rating scale,排序評比量表,,,行銷管理組,2017-03-23
2918008,rational appeal,理性訴求,,理性訴求,行銷管理組,2017-03-23
2918009,readiness-to-buy stage,準備購買階段,,,行銷管理組,2017-03-23
2918010,rebate,回扣,,回扣促销,行銷管理組,2017-03-23
2918011,rebuy purchase,再購,,,行銷管理組,2017-03-23
2918014,redemption rate,兌換率,,,行銷管理組,2017-03-23
2918016,reference price,參考價格,,参考价格,行銷管理組,2017-03-23
2918017,refund,退款,,,行銷管理組,2017-03-23
2918018,regional brand,區域品牌,,,行銷管理組,2017-03-23
2918020,reinforcement advertising,強化式廣告,,,行銷管理組,2017-03-23
2918021,reintermediation,再中介化,,,行銷管理組,2017-03-23
2918022,relationship equity,關係權益,,,行銷管理組,2017-03-23
2918023,relationship marketing,關係行銷,,关系营销,行銷管理組,2017-03-23
2918025,relevant cost,攸關成本,,,行銷管理組,2017-03-23
2918026,reliability,信度；可靠度,,,行銷管理組,2020-04-09
2918027,reminder advertising,提醒式廣告,,提醒型广告,行銷管理組,2017-03-23
2918028,repeat customer,常客,,,行銷管理組,2017-03-23
2918029,repeat purchase,重複購買,,重复购买,行銷管理組,2017-03-23
2918030,repositioning,再定位；重定位,,再定位；重定位,行銷管理組,2017-03-23
2918031,repurchase rate,再購率,,,行銷管理組,2017-03-23
2918032,research instrument,研究工具,,,行銷管理組,2017-03-23
2918033,research proposal,研究計畫書,,,行銷管理組,2017-03-23
2918034,reseller,中間商,,中间商,行銷管理組,2017-03-23
2918035,reseller brand,中間商品牌,,,行銷管理組,2017-03-23
2918036,respondent,受測者；受訪者,,,行銷管理組,2017-03-23
2918037,respondent error,受測者誤差,,,行銷管理組,2017-03-23
2918038,response hierarchy model,反應層級模式,,,行銷管理組,2017-03-23
2918039,response order bias,回應次序偏差,,,行銷管理組,2017-03-23
2918040,response rate,回應率,,,行銷管理組,2017-03-23
2918041,retail co-branding,零售共同品牌,,,行銷管理組,2017-03-23
2918042,retailer,零售者,,零售商,行銷管理組,2017-03-23
2918043,retailer sales promotion,零售促銷,,,行銷管理組,2017-03-23
2918044,retailer sponsored cooperative,零售商贊助合作組織,,,行銷管理組,2017-03-23
2918045,retention cost,[顧客］保留成本,,平均[顾客]保留成本,行銷管理組,2017-03-23
2918046,retention rate,保留率,,保留率,行銷管理組,2017-03-23
2918047,retrospective method,回顧法,,,行銷管理組,2017-03-23
2918048,return on investment {=ROI} pricing,投資報酬訂價法,,,行銷管理組,2017-03-23
2918049,reverse distribution,逆向配銷,,逆向分销,行銷管理組,2017-03-23
2918051,reverse-flow channel,逆向通路,,,行銷管理組,2017-03-23
2918052,routine products,例行性產品,,,行銷管理組,2017-03-23
2918053,safety needs,安全需要；安全需求,,,行銷管理組,2017-03-23
2918055,sales agent,銷售代理商,,,行銷管理組,2017-03-23
2918056,sales analysis,銷售分析,,,行銷管理組,2017-03-23
2918057,sales contest,銷售競賽,,,行銷管理組,2017-03-23
2918058,sales effect,銷售效果,,,行銷管理組,2017-03-23
2918059,sales force compensation,銷售團隊薪酬,,,行銷管理組,2017-03-23
2918060,sales force management,銷售團隊,,销售队伍管理,行銷管理組,2017-03-23
2918061,sales force promotion,銷售團隊促銷,,,行銷管理組,2017-03-23
2918062,sales force structure,銷售團隊結構,,,行銷管理組,2017-03-23
2918063,sales forecast,銷售預測,,,行銷管理組,2017-03-23
2918064,sales goals,銷售目標,,,行銷管理組,2017-03-23
2918065,sales information system,銷售資訊系統,,,行銷管理組,2017-03-23
2918066,sales lead,銷售前導,,,行銷管理組,2017-03-23
2918067,sales management,銷售管理,,,行銷管理組,2017-03-23
2918068,sales potential,銷售潛量,,销售潜力,行銷管理組,2017-03-23
2918069,sales presentation,銷售簡報,,,行銷管理組,2017-03-23
2918070,sales promotion,促銷活動,,销售促进；销售推广；营业推广,行銷管理組,2020-04-10
2918071,sales quota,銷售額,,销售定额,行銷管理組,2017-03-23
2918072,sales representative,銷售代表,,,行銷管理組,2017-03-23
2918073,sales returns and allowances,銷售退貨及折讓,,,行銷管理組,2017-03-23
2918074,sales territory,銷售地區；銷售區域,,,行銷管理組,2017-03-23
2918075,sales wave research,銷售波動研究,,,行銷管理組,2017-03-23
2918076,sales-oriented approach,銷售導向方法,,,行銷管理組,2017-03-23
2918077,sales-response functions,銷售反應函數,,,行銷管理組,2017-03-23
2918078,sales-variance analysis,銷售變異分析,,,行銷管理組,2017-03-23
2918079,salutary product,有益的產品,,有利产品,行銷管理組,2017-03-23
2918080,sample,樣本,,,行銷管理組,2017-03-23
2918081,sample design error,樣本設計誤差,,,行銷管理組,2017-03-23
2918082,sample selection error,樣本選擇誤差,,,行銷管理組,2017-03-23
2918083,sample size,樣本數,,,行銷管理組,2017-03-23
2918084,sample statistic,樣本統計值,,,行銷管理組,2017-03-23
2918085,sample survey,樣本調查,,,行銷管理組,2017-03-23
2918086,sampling,抽樣,,样品赠送促销,行銷管理組,2017-03-23
2918087,sampling error,抽樣誤差,,,行銷管理組,2017-03-23
2918088,sampling frame,抽樣構架,,,行銷管理組,2017-03-23
2918090,satisfiers,滿足因子,,,行銷管理組,2017-03-23
2918091,scale measurement,量表衡量,,,行銷管理組,2017-03-23
2918092,scale reliability,量表信度,,,行銷管理組,2017-03-23
2918093,scanner,掃描器,,,行銷管理組,2017-03-23
2918094,scatter diagram,散佈圖,,,行銷管理組,2017-03-23
2918095,scenario,劇本,,,行銷管理組,2017-03-23
2918097,scrambled merchandising,商品混搭,,,行銷管理組,2017-03-23
2918098,screening questions,過濾式問題,,,行銷管理組,2017-03-23
2918099,sealed-bid auctions,封籤拍賣,,,行銷管理組,2017-03-23
2918100,search engine,搜尋引擎,,,行銷管理組,2017-03-23
2918101,search engine marketing {=SEM},搜尋引擊行銷,,,行銷管理組,2017-03-23
2918102,search qualities,搜尋品質,,,行銷管理組,2017-03-23
