ID,英文名稱,中文名稱,圖片,中國大陸譯名,公告日期,更新日期
3179714,myxoxanthophyll,藍藻葉黃素,,蓝藻叶黄素；粘藻叶黄素,104.11.09,2017-07-24
3179715,nacre wall,珠光壁,,珠光壁,104.11.09,2017-07-24
3179716,nacreous wall,珠光壁,,珠光壁,104.11.09,2017-07-24
3179717,naked bud,裸芽,,裸芽,104.11.09,2017-07-24
3179718,naked flower,無被花,,无被花,104.11.09,2017-07-24
3179719,nanophanerophyte,微型地上植物{2公尺以下},,2m down,104.11.09,2017-07-24
3179720,NAP{nonarboreal pollen},非木本植物花粉；草本植物花粉,,非木本植物花粉,104.11.09,2017-07-24
3179721,nasty,傾性；不定向運動,,感性,104.11.09,2017-07-24
3179722,native species,本地種,,土著种；乡土种；本地种,104.11.09,2017-07-24
3179723,natural product,天然產物,,天然产物,104.11.09,2017-07-24
3179724,natural succession,自然演替,,自然演替,104.11.09,2017-07-24
3179725,natural thinning,天然疏伐；天然疏苗,,自然稀疏,104.11.09,2017-07-24
3179726,natural vegetation,天然植被,,自然植被,104.11.09,2017-07-24
3179727,nature reserve,自然保護區,,自然保护区,104.11.09,2017-07-24
3179728,nearest neighbor method,最近鄰樹法,,最近[毗]邻法,104.11.09,2017-07-24
3179729,neck canal cell,頸溝細胞,,颈沟细胞,104.11.09,2017-07-24
3179730,neck cell,頸細胞,,颈细胞,104.11.09,2017-07-24
3179731,neck initial,頸源細胞,,颈原始细胞,104.11.09,2017-07-24
3179732,nectar,花蜜,,花蜜,104.11.09,2017-07-24
3179733,nectary,蜜腺,,蜜腺,104.11.09,2017-07-24
3179734,needle,針葉,,针叶,104.11.09,2017-07-24
3179735,needle wood,針葉[樹]材,,针叶材；软材,104.11.09,2017-07-24
3179736,needle-leaved forest,針葉樹林,,针叶林,104.11.09,2017-07-24
3179737,nematode tumor,線蟲瘤,,线虫瘤,104.11.09,2017-07-24
3179738,neocytoplasm,新細胞質,,新细胞质,104.11.09,2017-07-24
3179739,neodinoxanthin,新甲藻黄素,,新甲藻黄素,104.11.09,2017-07-24
3179740,neofucoxanthin,新墨角藻黄素,,新墨角藻黄素,104.11.09,2017-07-24
3179741,neoteny,幼態成熟；幼體生殖,,幼态成熟,104.11.09,2017-07-24
3179742,neoxanthin,新黄素,,新黄素；新黄质,104.11.09,2017-07-24
3179743,nervation,[葉]脈序；[葉]脈型,,脉序,104.11.09,2017-07-24
3179744,nerve,葉脈,,叶脉,104.11.09,2017-07-24
3179745,net photosynthesis,淨光合作用,,净光合,104.11.09,2017-07-24
3179746,net production,淨生產量,,净生产量,104.11.09,2017-07-24
3179747,net vein,網狀脈,,网状脉,104.11.09,2017-07-24
3179748,net-like thickening,網紋加厚,,网纹加厚,104.11.09,2017-07-24
3179749,netted venation,網狀脈序,,网状脉序,104.11.09,2017-07-24
3179750,neuropterid,脈葉蕨狀植物,,脉羊齿型,104.11.09,2017-07-24
3179751,neutral flower,中性花,,中性花,104.11.09,2017-07-24
3179752,neutral spore,中性孢子,,中性孢子,104.11.09,2017-07-24
3179753,nexine,[花粉]外壁內層,,外壁内层,104.11.09,2017-07-24
3179754,niche,棲位；區位,,生态位,104.11.09,2017-07-24
3179755,niche breadth,棲位寬度,,生态位宽度,104.11.09,2017-07-24
3179756,niche overlap,棲位重疊,,生态位重叠,104.11.09,2017-07-24
3179757,niche width,棲位寬度,,生态位宽度,104.11.09,2017-07-24
3179758,nitrate plant,喜硝植物,,喜硝植物,104.11.09,2017-07-24
3179759,nitrogen cycle,氮循環,,氮循环,104.11.09,2017-07-24
3179760,nitrogen fixation,固氮作用,,固氮作用,104.11.09,2017-07-24
3179761,nitrogenase,固氮酶,,固氮酶,104.11.09,2017-07-24
3179762,node,節,,节,104.11.09,2017-07-24
3179763,nodum,節,,节,104.11.09,2017-07-24
3179764,nomotreme,規則萌發孔的花粉粒,,规则萌发孔[的],104.11.09,2017-07-24
3179765,non-articulate laticifer,無節乳管,,无节乳汁器,104.11.09,2017-07-24
3179766,nonarboreal pollen{=NAP},非木本植物花粉；草本植物花粉,,非木本植物花粉,104.11.09,2017-07-24
3179767,noncyclic electron flow,非循環式電子流,,非循环电子传递,104.11.09,2017-07-24
3179768,noncyclic electron transport,非循環式電子傳遞,,非循环电子传递,104.11.09,2017-07-24
3179769,noncyclic photophosphorylation,非循環式光合磷酸化,,非循环光合磷酸化,104.11.09,2017-07-24
3179770,nonessential element,非必要元素,,非必需元素,104.11.09,2017-07-24
3179771,nonglandular hair,非腺毛,,非腺毛,104.11.09,2017-07-24
3179772,nonporous wood,無孔材,,无孔材,104.11.09,2017-07-24
3179773,nonstoried cambium,非疊生形成層,,非叠生形成层,104.11.09,2017-07-24
3179774,notorrhizal embryo,胚根背倚胚,,胚根背倚胚,104.11.09,2017-07-24
3179775,NPC-classification,孢粉萌芽孔特徵分類,,NPC 分类,104.11.09,2017-07-24
3179776,nucellar cell,珠心細胞,,珠心细胞,104.11.09,2017-07-24
3179777,nucellar embryo,珠心胚,,珠心胚,104.11.09,2017-07-24
3179778,nucellus,珠心,,珠心,104.11.09,2017-07-24
3179779,nuclear endosperm,核型胚乳；無壁式胚乳,,核型胚乳,104.11.09,2017-07-24
3179780,nuclear type endosperm,核型胚乳；無壁式胚乳,,核型胚乳,104.11.09,2017-07-24
3179781,nut,堅果,,坚果,104.11.09,2017-07-24
3179782,nutlet,小堅果,,小坚果,104.11.09,2017-07-24
3179783,nutrient,養分,,养分,104.11.09,2017-07-24
3179784,nutrient cycle,養分循環,,养分循环,104.11.09,2017-07-24
3179785,nutrient deficiency,養分缺乏,,养分缺乏,104.11.09,2017-07-24
3179786,nutrient solution,培養液,,营养液,104.11.09,2017-07-24
3179787,nutritional deficiency disease,營養缺乏症,,缺素病,104.11.09,2017-07-24
3179788,nutritional deficiency symptom,營養缺乏病徵,,缺素症[状],104.11.09,2017-07-24
3179789,nutritional deficiency zone,營養缺乏區,,缺素区,104.11.09,2017-07-24
3179790,nyctinastic movement,感夜運動；睡眠運動,,感夜运动,104.11.09,2017-07-24
3179791,obdiplostemonous stamen,外輪對瓣雄蕊,,外轮对瓣雄蕊,104.11.09,2017-07-24
3179792,oblique zygomorphy,斜向兩側對稱,,斜向[两侧]对称,104.11.09,2017-07-24
3179793,ochrea,托葉鞘,,托叶鞘,104.11.09,2017-07-24
3179794,ocrea,托葉鞘,,托叶鞘,104.11.09,2017-07-24
3179795,octant,八分體,,八分体,104.11.09,2017-07-24
3179796,odontopterid,齒葉蕨狀植物,,齿羊齿型,104.11.09,2017-07-24
3179797,oligotrophic plant,貧養植物；瘠土植物,,贫养植物；瘠土植物,104.11.09,2017-07-24
3179798,ombrophobe,嫌雨植物,,嫌雨植物,104.11.09,2017-07-24
3179799,ombrophyte,喜雨植物,,雨水植物,104.11.09,2017-07-24
3179800,ontogenesis,個體發生；個體發育,,个体发育,104.11.09,2017-07-24
3179801,ontogeny,個體發生；個體發育,,个体发育,104.11.09,2017-07-24
3179802,oogamy,卵配結合；卵配生殖,,卵式生殖,104.11.09,2017-07-24
3179803,ooplast,卵質體,,卵质体,104.11.09,2017-07-24
3179804,oosperm,受精卵,,受精卵,104.11.09,2017-07-24
3179805,oospore,卵孢子,,卵孢子,104.11.09,2017-07-24
3179806,open tier,開放層,,开放层,104.11.09,2017-07-24
3179807,open venation,開放脈,,开放脉序,104.11.09,2017-07-24
3179808,operculum,囊蓋{真菌}；蒴蓋{苔蘚},,蒴盖,104.11.09,2017-07-24
3179809,opposite leaf,對生葉,,对生叶,104.11.09,2017-07-24
3179810,opposite phyllotaxy,對生葉序,,对生叶序,104.11.09,2017-07-24
3179811,opposite pitting,對生紋孔,,对列纹孔式,104.11.09,2017-07-24
3179812,ora,内孔{複數},,内孔(复数),104.11.09,2017-07-24
3179813,order,目,,目,104.11.09,2017-07-24
3179814,organ,器官,,器官,104.11.09,2017-07-24
3179815,organogenesis,器官發生,,器官发生,104.11.09,2017-07-24
3179816,organogeny,器官發生,,器官发生,104.11.09,2017-07-24
3179817,origin center,起源中心,,起源中心,104.11.09,2017-07-24
3179818,origin of species,物種起源,,物种起源,104.11.09,2017-07-24
3179819,original species,原始種,,原始种,104.11.09,2017-07-24
3179820,ornamentation,花紋；紋飾,,纹饰,104.11.09,2017-07-24
3179821,ornithophilous flower,鳥媒花,,鸟媒花,104.11.09,2017-07-24
3179822,ornithophilous pollination,鳥媒授粉,,鸟媒传粉,104.11.09,2017-07-24
3179823,ornithophily,鳥媒,,鸟媒,104.11.09,2017-07-24
3179824,orthogenesis,直系發生,,直生论,104.11.09,2017-07-24
3179825,orthoplocal embryo,子葉摺疊胚,,子叶折叠胚,104.11.09,2017-07-24
3179826,orthostichy,直列線,,直列线,104.11.09,2017-07-24
3179827,orthotropous ovule,直生胚珠,,直生胚珠,104.11.09,2017-07-24
3179828,os,內孔{單數},,内孔,104.11.09,2017-07-24
3179829,osmometer,滲透計,,渗透计,104.11.09,2017-07-24
3179830,osmoregulation,滲透調節,,渗透调节,104.11.09,2017-07-24
3179831,osmosis,滲透作用,,渗透[作用],104.11.09,2017-07-24
3179832,osmotic concentration,滲透濃度,,渗透浓度,104.11.09,2017-07-24
3179833,osmotic potential,滲透位勢,,渗透势,104.11.09,2017-07-24
3179834,osmotic pressure,滲透壓,,渗透压,104.11.09,2017-07-24
3179835,outer aperture,紋孔外口,,纹孔外口,104.11.09,2017-07-24
3179836,outer glume,外穎,,外颖,104.11.09,2017-07-24
3179837,outer integument,外珠被,,外珠被,104.11.09,2017-07-24
3179838,ovary,子房,,子房,104.11.09,2017-07-24
3179839,ovary wall,子房壁,,子房壁,104.11.09,2017-07-24
3179840,over-growth,過度生長,,过度生长,104.11.09,2017-07-24
3179841,overtopping,越頂；聳出,,越顶；耸出,104.11.09,2017-07-24
3179842,ovulate strobilus,大孢子囊穗；雌毬花,,大孢子叶球；雌球花,104.11.09,2017-07-24
3179843,ovule,胚珠,,胚珠,104.11.09,2017-07-24
3179844,ovuliferous scale,珠鱗,,珠鳞,104.11.09,2017-07-24
3179845,oxylophyte,酸土植物,,酸土植物,104.11.09,2017-07-24
3179846,oxyphile,喜酸植物,,酸土植物,104.11.09,2017-07-24
3179847,oxyphobe,厭酸植物,,嫌酸植物,104.11.09,2017-07-24
3179848,p-protein,韌皮部蛋白質,,p-蛋白,104.11.09,2017-07-24
3179849,pad,葉枕；枕,,叶枕,104.11.09,2017-07-24
3179850,palate,下唇瓣突,,喉凸,104.11.09,2017-07-24
3179851,palea,内稃,,内稃,104.11.09,2017-07-24
3179852,paleoalgology,古藻類學,,古藻类学,104.11.09,2017-07-24
3179853,paleoareal,古分布區,,古分布区,104.11.09,2017-07-24
3179854,paleobotany,古植物學,,古植物学,104.11.09,2017-07-24
3179855,paleocarpology,古種子學,,古种子学,104.11.09,2017-07-24
3179856,paleocormophyte,古莖葉植物,,古茎叶植物,104.11.09,2017-07-24
3179857,paleoflora,古植物區系,,古植物区系,104.11.09,2017-07-24
3179858,paleophycology,古藻類學,,古藻类学,104.11.09,2017-07-24
3179859,paleophyte,古植代,,古植代,104.11.09,2017-07-24
3179860,paleophytoecology,古植物生態學,,古植物生态学,104.11.09,2017-07-24
3179861,paleophytogeography,古植物地理學,,古植物地理学,104.11.09,2017-07-24
3179862,paleophytosynchorology,古植物群落分布學,,古植物群落分布学,104.11.09,2017-07-24
3179863,paleophytosynecology,古植物群落分布學,,古植物群落生态学,104.11.09,2017-07-24
3179864,paleotropical disjunction,古熱帶間斷分布,,古热带间断分布,104.11.09,2017-07-24
3179865,paleoxylotomy,古木材解剖學,,古木材解剖学,104.11.09,2017-07-24
3179866,palisade tissue,柵狀組織,,栅栏组织,104.11.09,2017-07-24
3179867,palmate vein,掌狀脈,,掌状脉,104.11.09,2017-07-24
3179868,palmately compound leaf,掌狀複葉,,掌状复叶,104.11.09,2017-07-24
3179869,palmella,不定群體；膠群體,,不定群体；胶群体,104.11.09,2017-07-24
3179870,palynology,孢粉學,,孢粉学,104.11.09,2017-07-24
3179871,palynomorphology,孢粉形態學,,孢粉形态学,104.11.09,2017-07-24
3179872,Pangaea,盤古板塊,,泛大陆,104.11.09,2017-07-24
3179873,pangenesis,泛生論,,泛生论,104.11.09,2017-07-24
3179874,panicle,圓錐花序,,圆锥花序,104.11.09,2017-07-24
3179875,panicled spike,散穗花序,,散穗花序,104.11.09,2017-07-24
3179876,panicled thyrsoid cyme,密錐花序,,密伞圆锥花序,104.11.09,2017-07-24
3179877,pantocolpate,散溝的,,散沟[的],104.11.09,2017-07-24
3179878,pantoporate,散孔的,,散孔的,104.11.09,2017-07-24
3179879,pantropical distribution,泛熱帶分布,,泛热带分布,104.11.09,2017-07-24
3179880,papilionaceous corolla,蝶形花冠,,蝶形花冠,104.11.09,2017-07-24
3179881,papilla,乳突[毛],,乳突[毛]；乳头状突起,104.11.09,2017-07-24
3179882,pappus,冠毛,,冠毛,104.11.09,2017-07-24
3179883,PAR,光合有效輻射,,光合有效辐射,104.11.09,2017-07-24
3179884,paraflagellar body,副鞭[毛]體,,副鞭体,104.11.09,2017-07-24
3179885,parallel vein,平行脈,,平行脉,104.11.09,2017-07-24
3179886,paramylum{paramylon},眼蟲澱粉；裸藻醣{複數},,副淀粉,104.11.09,2017-07-24
3179887,paraphysis,側絲{單數},,侧丝,104.11.09,2017-07-24
3179888,paraphysoid,類側絲,,类侧丝,104.11.09,2017-07-24
3179889,paraplectenchyma,假薄壁組織,,假薄壁组织,104.11.09,2017-07-24
3179890,parasexuality,類有性生殖性,,准性生殖,104.11.09,2017-07-24
3179891,parasitic algae,寄生藻,,寄生藻类,104.11.09,2017-07-24
3179892,parasitic plant,寄生植物,,寄生植物,104.11.09,2017-07-24
3179893,parasitic root,寄生根,,寄生根,104.11.09,2017-07-24
3179894,parastichy,斜列線,,斜列线,104.11.09,2017-07-24
3179895,parasyncolpate,{花粉}叉狀合流溝的,,副合沟[的],104.11.09,2017-07-24
3179896,parathecium,外囊盤被,,外囊盘被,104.11.09,2017-07-24
3179897,paratracheal parenchyma,順管薄壁组織；傍管薄壁組織,,傍管薄壁组织,104.11.09,2017-07-24
3179898,parenchyma,薄壁組織,,薄壁组织,104.11.09,2017-07-24
3179899,parichnos,通氣道,,通气道；通气痕,104.11.09,2017-07-24
3179900,parietal cell,側膜細胞,,周缘细胞,104.11.09,2017-07-24
3179901,parietal layer,側膜層,,周缘层,104.11.09,2017-07-24
3179902,parietal placentation,側膜胎座型,,侧膜胎座式,104.11.09,2017-07-24
3179903,parthenocarpy,單性結果,,单性结实,104.11.09,2017-07-24
3179904,parthenogenesis,孤雌生殖,,孤雌生殖；单性生殖,104.11.09,2017-07-24
3179905,partitioning,分配,,分配,104.11.09,2017-07-24
3179906,passage cell,通道細胞,,通道细胞,104.11.09,2017-07-24
3179907,passive absorption,被動吸收,,被动吸收,104.11.09,2017-07-24
3179908,peak metabolic rate,最大代謝率,,[冷诱导]最大代谢率,104.11.09,2017-07-24
3179909,pecopterid,櫛葉蕨狀植物,,栉羊齿型,104.11.09,2017-07-24
3179910,pedestal,葉枕；枕,,叶枕,104.11.09,2017-07-24
3179911,pedicel,小梗；花梗,,花梗；小柄,104.11.09,2017-07-24
3179912,pedium,底層,,基层,104.11.09,2017-07-24
3179913,pedobiome,土壤生物群系,,土壤生物群系,104.11.09,2017-07-24
3179914,peduncle,花序梗；總梗,,花序梗,104.11.09,2017-07-24
3179915,peel method,撕片法,,揭片法；撕片法,104.11.09,2017-07-24
3179916,pellicle,[蛋白質]表膜,,[蛋白质]表膜,104.11.09,2017-07-24
3179917,pellicular veil,絲膜狀菌幕,,丝膜状菌幕,104.11.09,2017-07-24
3179918,pellis,膜皮,,膜皮,104.11.09,2017-07-24
3179919,peloria,反常整齊花,,反常整齐花,104.11.09,2017-07-24
3179920,peltate hair,盾狀毛,,盾状毛,104.11.09,2017-07-24
3179921,peltate leaf,盾狀葉,,盾状叶,104.11.09,2017-07-24
3179922,penicillus,帚狀枝,,帚状枝,104.11.09,2017-07-24
3179923,pentadelphous stamen,五體雄蕊,,五体雄蕊,104.11.09,2017-07-24
3179924,pentose phosphate pathway,磷酸五碳糖途徑,,戊糖磷酸途径；五碳糖磷酸途径,104.11.09,2017-07-24
3179925,pepo,瓠果；瓜果,,瓠果,104.11.09,2017-07-24
3179926,peraphyllum{stipule},托葉,,托叶,104.11.09,2017-07-24
3179927,perception,感受,,感受,104.11.09,2017-07-24
3179928,perennial plant,多年生植物,,多年生植物,104.11.09,2017-07-24
3179929,perfect flower,兩性花,,具备花,104.11.09,2017-07-24
3179930,perfect state,完全階段；有性階段,,完全阶段,104.11.09,2017-07-24
3179931,perfoliate leaf,穿莖葉,,贯穿叶,104.11.09,2017-07-24
3179932,perforate,穿孔,,穿孔[的],104.11.09,2017-07-24
3179933,perforation plate,穿孔板,,穿孔板,104.11.09,2017-07-24
3179934,perianth,蒴萼{苔蘚}；花被,,花被；蒴萼,104.11.09,2017-07-24
3179935,perianth tube,花被筒,,花被筒,104.11.09,2017-07-24
3179936,periblem,皮層原,,皮层原,104.11.09,2017-07-24
3179937,pericarp,果皮,,果皮,104.11.09,2017-07-24
3179938,perichaetial bract,雌苞葉,,雌苞叶,104.11.09,2017-07-24
3179939,perichaetial leaf,雌苞葉,,雌苞叶,104.11.09,2017-07-24
3179940,perichaetium,雌[器]苞,,雌[器]苞,104.11.09,2017-07-24
3179941,periclinal division,平周分裂,,平周分裂,104.11.09,2017-07-24
3179942,periclinal wall,平周壁,,平周壁,104.11.09,2017-07-24
3179943,pericycle,周鞘,,中柱鞘,104.11.09,2017-07-24
3179944,pericyclic fiber,周鞘纖維,,中柱鞘纤维,104.11.09,2017-07-24
3179945,periderm,周皮,,周皮,104.11.09,2017-07-24
3179946,peridiole,小包,,小包,104.11.09,2017-07-24
3179947,peridiolum,小包,,小包,104.11.09,2017-07-24
3179948,peridium,包被,,包被；[黏菌]孢囊被,104.11.09,2017-07-24
3179949,perienchyma,周邊組織,,周边组织,104.11.09,2017-07-24
3179950,perigonial bract,雄苞葉,,雄苞叶,104.11.09,2017-07-24
3179951,perigynous flower,周位花,,周位花,104.11.09,2017-07-24
3179952,perigynous stamen,周位雄蕊,,周位着生雄蕊,104.11.09,2017-07-24
3179953,perimedullary region{perimedullary zone},環髓帶；環髓區,,环髓带；环髓区,104.11.09,2017-07-24
3179954,perimedullary zone{perimedullary region},環髓帶；環髓區,,环髓带；环髓区,104.11.09,2017-07-24
3179955,perimeristem,周邊分生組織,,周边分生组织,104.11.09,2017-07-24
3179956,perine,周壁,,周壁,104.11.09,2017-07-24
3179957,periphysis,緣絲,,缘丝,104.11.09,2017-07-24
3179958,periphysoid,類緣絲,,类缘丝,104.11.09,2017-07-24
3179959,periphyton,水生附著生物,,周丛生物,104.11.09,2017-07-24
3179960,periplasm,周質{卵菌},,[卵]周质,104.11.09,2017-07-24
3179961,periplasmodial tapetum{plasmodial tapetum},周原質團營養層,,周缘质团绒毡层；变形绒毡层,104.11.09,2017-07-24
3179962,periplasmodium,周緣質團,,周缘质团,104.11.09,2017-07-24
3179963,periplast,周質體,,周质体,104.11.09,2017-07-24
3179964,perisperm,外胚乳,,外胚乳,104.11.09,2017-07-24
3179965,perispore,孢子周壁,,[孢子]周壁,104.11.09,2017-07-24
3179966,perisporium,周壁{孢子},,[孢子]周壁,104.11.09,2017-07-24
3179967,peristome,蒴齒；蒴齒層,,蒴齿,104.11.09,2017-07-24
3179968,perithecium,子囊殼；子囊腔,,子囊壳,104.11.09,2017-07-24
3179969,peritreme,赤道周邊萌發孔的花粉粒；周萌發孔的花粉粒,,周萌发孔[的],104.11.09,2017-07-24
3179970,perivascular fiber,環管纖維,,周维管纤维,104.11.09,2017-07-24
3179971,permanent wilting,永久凋萎點,,永久萎蔫,104.11.09,2017-07-24
