ID,英文名稱,中文名稱,圖片,場所標示類別,備註,更新日期
1504957,Line Maintenance Center,線路中心,,機房設備及維修,,2012-11-26
1504958,Equipment Room,器材室,,機房設備及維修,,2012-11-26
1504959,Cargo Handling Equipment Office,機具所,,機房設備及維修,,2012-11-26
1504960,Machine Room,機械設備室,,機房設備及維修,,2012-11-26
1504961,Lighting Equipment Room,燈光機房,,機房設備及維修,,2012-11-26
1504962,Check Room,檢查室,,機房設備及維修,,2012-11-26
1504963,Phone Operator's Room (有專人接電話),總機房(室),,機房設備及維修,,2012-11-26
1504964,Police Equipment Room,警用裝備室,,機房設備及維修,,2012-11-26
1504965,Transformer Room,變電室,,機房設備及維修,,2012-11-26
1504966,Computer Mainframe,電腦主機室,,機房設備及維修,,2012-11-26
1504967,Natural Gas Storage,瓦斯間,,機房設備及維修,,2012-11-26
1504968,Material Treatment Shop,原料處理工場,,廠房工場,,2012-11-26
1504969,Packing Plant,包裝工場,,廠房工場,,2012-11-26
1504970,Wine Lees Storage,酒糟場,,廠房工場,,2012-11-26
1504971,Aerobic Wastewater Treatment Plant,廢水好氣處理場,,廠房工場,,2012-11-26
1504972,Plastic Box Storage,塑膠箱放置場,,廠房工場,,2012-11-26
1504973,Industrial Wastewater Treatment Plant ,工業污水處理廠,,廠房工場,,2012-11-26
1504974,Sugar Refinery,糖廠,,廠房工場,,2012-11-26
1504975,Workshop,庇護工廠,,廠房工場,,2012-11-26
1504976,CAD/CAM Workshop,CAD/CAM工場,,廠房工場,,2012-11-26
1504977,CNC Milling Workshop,CNC銑床工場,,廠房工場,,2012-11-26
1504978,OT Bakery,OT麵包場,,廠房工場,,2012-11-26
1504979,Cooking Workshop,中餐烹調實習場,,廠房工場,,2012-11-26
1504980,Carpentry Workshop / Carpentry Works,木工工廠,,廠房工場,,2012-11-26
1504981,Marine Engine Works,主輔機實習工場,,廠房工場,,2012-11-26
1504982,Baozhong Tea Factory,包種茶工廠,,廠房工場,,2012-11-26
1504983,Tumbling Area,打磨區,,廠房工場,,2012-11-26
1504984,Dangerous Articles Processing Area,危險物製造場,,廠房工場,,2012-11-26
1504985,Rice Fermentation Shop,米酒醱酵工場,,廠房工場,,2012-11-26
1504986,Automatic Control Works,自動化實習工場,,廠房工場,,2012-11-26
1504987,AT-3 Assembly Area,自強號組裝區,,廠房工場,,2012-11-26
1504988,Survival Training Site,求生訓練場,,廠房工場,,2012-11-26
1504989,Auto Repair,汽修場,,廠房工場,,2012-11-26
1504990,Lathe Workshop,車床工場,,廠房工場,,2012-11-26
1504991,Other Metal Scraps,其他金屬屑,,廠房工場,,2012-11-26
1504992,Masons,泥工房,,廠房工場,,2012-11-26
1504993,B717 Assembly Area(Rudder) ,波音B717組裝區(方向舵組裝),,廠房工場,,2012-11-26
1504994,B717 Assembly Area(Pylon),波音B717組裝區(派龍組裝),,廠房工場,,2012-11-26
1504995,B717-200 Program Manager,波音717-200專案經理,,廠房工場,,2012-11-26
1504996,Airbus Assembly Area,空中巴士組裝區,,廠房工場,,2012-11-26
1504997,MRB Bonded Area,阻留件區,,廠房工場,,2012-11-26
1504998,Digger Operation Area,挖掘機操作實習場,,廠房工場,,2012-11-26
1504999,Construction Machinery Maintenance Area,重機引擎實習場,,廠房工場,,2012-11-26
1505000,Maintenance Shop,修護工場,,廠房工場,,2012-11-26
1505001,Gas Welding Works,氣焊實習工場,,廠房工場,,2012-11-26
1505002,Spent Grain Drying Room,酒醱乾燥室,,廠房工場,,2012-11-26
1505003,Fork Lift Parking,堆高機放置場,,廠房工場,,2012-11-26
1505004,Electrician Workshop,基礎配線工場,,廠房工場,,2012-11-26
1505005,Arc-welding Area,焊工作業區,,廠房工場,,2012-11-26
1505006,Assembly Area,組裝區,,廠房工場,,2012-11-26
1505007,Single Chip Interface Workshop,單晶片工場,,廠房工場,,2012-11-26
1505008,Welding Area,氬焊區,,廠房工場,,2012-11-26
1505009,Audiovisual Applications Workshop,視訊應用工場,,廠房工場,,2012-11-26
1505010,CMM Area,量床區,,廠房工場,,2012-11-26
1505011,Gardening Area,園藝訓練場,,廠房工場,,2012-11-26
1505012,Dassault Rudder Assembly Area,達梭方向舵組裝區,,廠房工場,,2012-11-26
1505013,Machinery Works / Benchworks,鉗工實習工場,,廠房工場,,2012-11-26
1505014,EAD Workshop,電子輔助設計工場,,廠房工場,,2012-11-26
1505015,Examination Workshop / Electricians,電匠檢定場,,廠房工場,,2012-11-26
1505016,Computer Hardware Workshop,電腦硬体工場,,廠房工場,,2012-11-26
1505017,Computer Network Workshop,電腦網路工場,,廠房工場,,2012-11-26
1505018,Computer Applications Workshop,電腦應用工場,,廠房工場,,2012-11-26
1505019,Electrical Machinery Works,電機工場,,廠房工場,,2012-11-26
1505020,Pre-fix Area,預配區,,廠房工場,,2012-11-26
1505021,Rice Refining Room,精米室,,廠房工場,,2012-11-26
1505022,Computer Network Workshop,網路工程,,廠房工場,,2012-11-26
1505023,Corrosive Materials,腐蝕性物質,,廠房工場,,2012-11-26
1505024,Training Factory,製茶訓練實習工廠,,廠房工場,,2012-11-26
1505025,Box Making Shop,製盒工場,,廠房工場,,2012-11-26
1505026,Milling Workshop,銑床工場,,廠房工場,,2012-11-26
1505027,Plant House,廠房,,廠房工場,,2012-11-26
1505028,Test Basin,廠棚(運研所),,廠房工場,,2012-11-26
1505029,Label Cutting Shop,標貼裁切室,,廠房工場,,2012-11-26
1505030,Blending and Settling Room,調合澄清室,,廠房工場,,2012-11-26
1505031,Machine Works,機械工場,,廠房工場,,2012-11-26
1505032,Machining Area,機械作業區,,廠房工場,,2012-11-26
1505033,Mechatronics Workshop,機電整合工場,,廠房工場,,2012-11-26
1505034,Grinding Workshop,磨床工場,,廠房工場,,2012-11-26
1505035,Wet Blasting,濕吹砂,,廠房工場,,2012-11-26
1505036,Seashore Aquaculture Experimental Station,臨海生物教學實習場,,廠房工場,,2012-11-26
1505037,Storage Yard,露置場,,廠房工場,,2012-11-26
1505038,Transformer Repair Works,變壓器修理場,,廠房工場,,2012-11-26
1505039,Jar Cleaning Yard,酒甕清洗場,,廠房工場,,2012-11-26
1505040,Bottle Storage Shed,堆瓶場,,廠房工場,,2012-11-26
1505041,Anaerobic Wastewater Treatment Plant,廢水厭氣處理場,,廠房工場,,2012-11-26
1505042,Rice Wine Fermentation Plant,全米米酒釀造工場,,廠房工場,,2012-11-26
1505043,Water Plant,給水廠,,廠房工場,,2012-11-26
1505044,Waste Processing Plant,廢棄物處理廠 ,,廠房工場,,2012-11-26
1505045,Issuance of Rent Statement and Rent Payment (No Installments),租金開單及繳納 (不含分期付款),,廠房工場,,2012-11-26
1505046,Hawser Workers,纜工室,,廠房工場,,2012-11-26
1505047,CNC Lathe Workshop,CNC車床工場,,廠房工場,,2012-11-26
1505048,OT Works,OT代工場,,廠房工場,,2012-11-26
1505049,Machinery Maintenance Workshop,工程機械實習場,,廠房工場,,2012-11-26
1505050,Engine Practical Training Works / Workshop,引擎實習工場,,廠房工場,,2012-11-26
1505051,Plumbers Examination Room,水匠檢定場,,廠房工場,,2012-11-26
1505052,Packing Area,包裝區,,廠房工場,,2012-11-26
1505053,PLC Workshop,可程式控制工場,,廠房工場,,2012-11-26
1505054,Optics Shop,光學工廠,,廠房工場,,2012-11-26
1505055,Multimedia Workshop,多媒體工場,,廠房工場,,2012-11-26
1505056,Piping Workshop,自來水管配管實習場,,廠房工場,,2012-11-26
1505057,Automated Control Workshop,自動控制工場,,廠房工場,,2012-11-26
1505058,Sheltered Workshop,庇護工場,,廠房工場,,2012-11-26
1505059,Comprehensive Automobile Workshop,汽車綜合實習場,,廠房工場,,2012-11-26
1505060,Lathe Works,車工實習工場,,廠房工場,,2012-11-26
1505061,Dairy,乳品工廠,,廠房工場,,2012-11-26
1505062,Chassis Inspection Workshop,底盤車檢工場,,廠房工場,,2012-11-26
1505063,B717 Vertical Stabilizer Assembly Area,波音B717垂直尾組裝,,廠房工場,,2012-11-26
1505064,B717 Assembly Area(Horz. Stabilizer),波音B717組裝區(水平尾組裝),,廠房工場,,2012-11-26
1505065,B717 Assembly Area (Fuselage),波音B717組裝區(機身組裝),,廠房工場,,2012-11-26
1505066,B717-200 International Program Manager,波音717-200駐國際專案經理,,廠房工場,,2012-11-26
1505067,Pipe Welding Workshop,金屬配管燒焊場,,廠房工場,,2012-11-26
1505068,Quality and Performance Testing Works,品質檢驗工場,,廠房工場,,2012-11-26
1505069,Black Tea Factory,紅茶工廠,,廠房工場,,2012-11-26
1505070,Repair Plant,修配(理)工廠 ,,廠房工場,,2012-11-26
1505071,Hangar,修護棚廠,,廠房工場,,2012-11-26
1505072,Alcohol Station,酒精站,,廠房工場,,2012-11-26
1505073,Electrical Wiring Workshop,配線工場,,廠房工場,,2012-11-26
1505074,Forklift Operation Area,堆高機操作場,,廠房工場,,2012-11-26
1505075,Electronics Workshop,基礎電子工場,,廠房工場,,2012-11-26
1505076,Welding Works/Workshop,焊接實習工場,,廠房工場,,2012-11-26
1505077,Instant Tea Factory,速溶茶工廠,,廠房工場,,2012-11-26
1505078,IC Design Workshop,晶片設計工場,,廠房工場,,2012-11-26
1505079,Dust-free Room,無塵室,,廠房工場,,2012-11-26
1505080,Mountain Bike Training Field (室外),越野車訓練場,,廠房工場,,2012-11-26
1505081,Titanium Scrap,鈦屑,,廠房工場,,2012-11-26
1505082,Machinery Pilot Plant,農機試驗工場,,廠房工場,,2012-11-26
1505083,Benchwork Area,鉗工區,,廠房工場,,2012-11-26
1505084,Industrial Electronics Workshop,電力電子工場,,廠房工場,,2012-11-26
1505085,Electrical Engineering Works,電工實習工場,,廠房工場,,2012-11-26
1505086,Electric Welding Works,電焊實習工場,,廠房工場,,2012-11-26
1505087,Electrical Control Workshop,電腦圖控工場,,廠房工場,,2012-11-26
1505088,CNC Lathe Workshop,電腦數質控制,,廠房工場,,2012-11-26
1505089,PCB Manufacturing Workshop,電路板清洗工場,,廠房工場,,2012-11-26
1505090,Electrical Plant,電機工廠,,廠房工場,,2012-11-26
1505091,Practical Training Field,實習場,,廠房工場,,2012-11-26
1505092,Integrated Applications Workshop,綜合應用工場,,廠房工場,,2012-11-26
1505093,Maintenance Plant,維修工廠,,廠房工場,,2012-11-26
1505094,Distillation Shop,蒸餾工場,,廠房工場,,2012-11-26
1505095,Tea Factory,製茶廠,,廠房工場,,2012-11-26
1505096,Koji Production Shop,製麴工場,,廠房工場,,2012-11-26
1505097,Spraying Area,噴塗區,,廠房工場,,2012-11-26
1505098,Factory Area,廠區,,廠房工場,,2012-11-26
1505099,Digital Electronics Workshop,數位電子工場,,廠房工場,,2012-11-26
1505100,Primer Control Room,膠漆料管制間,,廠房工場,,2012-11-26
1505101,Engineers’ Works / Workshop,輪機實習工場,,廠房工場,,2012-11-26
1505102,Machine Plant,機械工廠,,廠房工場,,2012-11-26
1505103,Mechanic Training Works / Mechanic Training Workshop,機械實習工場,,廠房工場,,2012-11-26
1505104,Wing Assembly Area,機翼組裝區,,廠房工場,,2012-11-26
1505105,FPI Area,螢檢區,,廠房工場,,2012-11-26
1505106,Clean Room,環控區,,廠房工場,,2012-11-26
1505107,Nickel Scrap,鎳屑,,廠房工場,,2012-11-26
1505108,Transformer Works,變壓器工場,,廠房工場,,2012-11-26
1505109,Gym,體能訓練室(場),,廠房工場,,2012-11-26
1505110,"Toxic gas is leaking, please follow our evacuation instructions",毒氣外洩，請配合疏散。,,消防緊急逃生,,2012-11-26
1505111,Exit Light,出口燈 ,,消防緊急逃生,,2012-11-26
1505112,Smoke Detector,火災偵測器,,消防緊急逃生,,2012-11-26
1505113,Emergency Stairs,逃生梯(樓梯式),,消防緊急逃生,,2012-11-26
1505114,Emergency Button,緊急求助鈴 ,,消防緊急逃生,,2012-11-26
1505115,Emergency Shelter,避難等候區,,消防緊急逃生,,2012-11-26
1505116,2F East Emergency Exit (7M),2F 7M東側緊急出口,,消防緊急逃生,,2012-11-26
1505117,Dangerous Articles Area,公共危險物品處理場所,,消防緊急逃生,,2012-11-26
1505118,Water Hazard Mitigation Center,水利防災中心,,消防緊急逃生,,2012-11-26
1505119,Fire Alarm,火災(警)發信機,,消防緊急逃生,,2012-11-26
1505120,Fire Alarm,失火警鈴,,消防緊急逃生,,2012-11-26
1505121,Floor Plan and Evacuation Route,各樓層配置及緊急避難方向圖,,消防緊急逃生,,2012-11-26
1505122,Emergency Shelter Entrance,地下室避難層入口,,消防緊急逃生,,2012-11-26
1505123,Safety Protection Center,安全防護中心,,消防緊急逃生,,2012-11-26
1505124,Auto Fire Alarm Receiver,自動火警受信器,,消防緊急逃生,,2012-11-26
1505125,Emergency Response Unit,災害處理小組,,消防緊急逃生,,2012-11-26
1505126,Fire Emergency Center,防火中心,,消防緊急逃生,,2012-11-26
1505127,Air-raid Shelter,防空避難室(處),,消防緊急逃生,,2012-11-26
1505128,Typhoon Emergency Center,防颱中心,,消防緊急逃生,,2012-11-26
1505129,Civil Defense Corps,防護團,,消防緊急逃生,,2012-11-26
1505130,Evacuation Plan,空襲疏散標示,,消防緊急逃生,,2012-11-26
1505131,Emergency Escape,室外逃生梯,,消防緊急逃生,,2012-11-26
1505132,Emergency Services,急難慰助服務,,消防緊急逃生,,2012-11-26
1505133,Sand for Emergency Use,消防沙,,消防緊急逃生,,2012-11-26
1505134,Fire Fighting Pump Room,消防泵間,,消防緊急逃生,,2012-11-26
1505135,Hydrant,消防送水口,,消防緊急逃生,,2012-11-26
1505136,Firefighting Equipment,消防機房,,消防緊急逃生,,2012-11-26
1505137,Fire Warning Light,消防警示燈,,消防緊急逃生,,2012-11-26
1505138,Escape Sling,逃生繩索,,消防緊急逃生,,2012-11-26
1505139,Life Jacket Storeroom,救生衣室,,消防緊急逃生,,2012-11-26
1505140,Emergency Command Center,救災救護指揮中心,,消防緊急逃生,,2012-11-26
1505141,Evacuation Route,疏散路線,,消防緊急逃生,,2012-11-26
1505142,Fire Fighting Training Site,滅火訓練場,,消防緊急逃生,,2012-11-26
1505143,Fire Extinguisher,滅火器,,消防緊急逃生,,2012-11-26
1505144,Emergency Exit,緊急出口,,消防緊急逃生,,2012-11-26
1505145,Emergency Power Supply Center,緊急供電中心,,消防緊急逃生,,2012-11-26
1505146,Central Emergency Control Center,緊急指揮中心,,消防緊急逃生,,2012-11-26
1505147,Emergency Exit Light,緊急逃生指示燈,,消防緊急逃生,,2012-11-26
1505148,Emergency Elevator,緊急專用電梯 ,,消防緊急逃生,,2012-11-26
1505149,Emergency Shower Room,緊急淋浴間,,消防緊急逃生,,2012-11-26
1505150,Emergency Power Outlet,緊急插座,,消防緊急逃生,,2012-11-26
1505151,Emergency Light,緊急照明燈,,消防緊急逃生,,2012-11-26
1505152,Emergency Phone,緊急電話,,消防緊急逃生,,2012-11-26
1505153,Emergency Light,緊急標示燈,,消防緊急逃生,,2012-11-26
1505154,"For emergencies, please contact: 23456789",緊急聯絡電話：23456789,,消防緊急逃生,,2012-11-26
1505155,Emergency Ladder / Emergency Staircase,緊急避難梯,,消防緊急逃生,,2012-11-26
1505156,Emergency Smoke Bag,濃煙逃生袋,,消防緊急逃生,,2012-11-26
1505157,Emergency Shelter,臨時緊急安置室,,消防緊急逃生,,2012-11-26
1505158,Evacuation Route,避難方向,,消防緊急逃生,,2012-11-26
1505159,Alarm,警鈴,,消防緊急逃生,,2012-11-26
1505160,Escape Guide Lights,避難燈,,消防緊急逃生,,2012-11-26
1505161,Escape Routes,逃生方向,,消防緊急逃生,,2012-11-26
1505162,Emergency Kit,逃生救助袋,,消防緊急逃生,,2012-11-26
1505163,Emergency Exit Keep Closed,常時關閉式防火門,,消防緊急逃生,,2012-11-26
1505164,Emergency Sites,救災現場,,消防緊急逃生,,2012-11-26
1505165,Emergency Intercom,緊急呼叫鈴 (對講系統),,消防緊急逃生,,2012-11-26
1505166,CO2 Fire Extinguisher System Control Panel,二氧化碳滅火控制盤,,消防緊急逃生,,2012-11-26
1505167,Exit,太平門,,消防緊急逃生,,2012-11-26
1505168,Fire Hose,水帶箱,,消防緊急逃生,,2012-11-26
1505169,Fire Detector Central Control,火災受信總機,,消防緊急逃生,,2012-11-26
1505170,Emergency Exit,由此疏散,,消防緊急逃生,,2012-11-26
1505171,Underground Air Raid Shelter,地下防空避難室,,消防緊急逃生,,2012-11-26
1505172,Exit,安全出口,,消防緊急逃生,,2012-11-26
1505173,Emergency Exit,安全門,,消防緊急逃生,,2012-11-26
1505174,Automatic Stop Valve,自動警報逆止閥,,消防緊急逃生,,2012-11-26
1505175,Emergency Response Center,災害緊急應變中心,,消防緊急逃生,,2012-11-26
1505176,Fire Escape─Please Keep Closed.,防火門(請隨手關門),,消防緊急逃生,,2012-11-26
1505177,Antismoke Mask,防煙面罩,,消防緊急逃生,,2012-11-26
1505178,Emergency Command Center,防護指揮中心,,消防緊急逃生,,2012-11-26
1505179,East [West] Fire Escape─Please Keep Closed.,東[西]側逃生梯(請隨手關門),,消防緊急逃生,,2012-11-26
1505180,Emergency Ladder / Emergency Staircase,室內逃生梯,,消防緊急逃生,,2012-11-26
1505181,Emergency Aid,急難救助,,消防緊急逃生,,2012-11-26
1505182,Water for Emergency Use,消防水,,消防緊急逃生,,2012-11-26
1505183,Fire Axe,消防斧,,消防緊急逃生,,2012-11-26
1505184,Hydrant,消防栓,,消防緊急逃生,,2012-11-26
1505185,Hydrant,消防設備,,消防緊急逃生,,2012-11-26
1505186,Emergency Exit Map,消防避難路線圖,,消防緊急逃生,,2012-11-26
