ID,英文名稱,中文名稱,圖片,學門,更新時間,更新日期
5458874,NADPH {nicotinamide adenine dinucleotide phosphate},菸鹼醯胺腺嘌呤二核苷酸磷酸 {還原態},,高中生物,,2022-07-15
5458875,naked bud,裸芽,,生命科學,,2022-07-15
5458876,nanometer {= nm},奈米,,細胞生物,,2022-07-15
5458877,nanotechnology,奈米科技,,細胞生物,,2022-07-15
5458878,naphthalene acetic acid {= NAA},萘乙酸,,高中生物,,2022-07-15
5458879,nasal cavity,鼻腔,,高中生物,,2022-07-15
5458880,nasal passage,鼻道,,高中生物,,2022-07-15
5458881,nascent protein,初生蛋白質,,細胞生物,,2022-07-15
5458882,nastic,傾性[的],,高中生物,,2022-07-15
5458883,nastic movement,傾性運動,,高中生物,,2022-07-15
5458884,nasty,傾性；不定向運動,,植物學,,2022-07-15
5458885,natality,出生率[係數],,高中生物,,2022-07-15
5458886,native conformation,原態構形,,細胞生物,,2022-07-15
5458887,native species,原生種；本地種；本土種,,生態學,,2022-07-15
5458888,natural capital,自然資本,,生態學,,2022-07-15
5458889,natural catastrophes,自然災害；天災,,生態學,,2022-07-15
5458890,natural enemy,天敵,,高中生物,,2022-07-15
5458891,natural killer cell {= NK cell},自然殺手細胞,,高中生物,,2022-07-15
5458892,nature reserve; natural reserve,自然保留區,,生態學,,2022-07-15
5458893,nature sanctuary,自然庇護區,,生態學,,2022-07-15
5458894,natural selection,天擇,,高中生物,,2022-07-15
5458895,natural succession,自然演替,,植物學,,2022-07-15
5458896,naturalization,歸化,,生態學,,2022-07-15
5458897,nature conservation,自然保育,,生態學,,2022-07-15
5458898,nature preserve; nature reserve,自然保留區,,高中生物,,2022-07-15
5458899,nature reserve; nature preserve,自然保留區,,高中生物,,2022-07-15
5458900,nature preserve; nature reserve,自然保留區,,高中生物,,2022-07-15
5458901,nature's service,自然服務,,生態學,,2022-07-15
5458902,nauplius larva,無節幼蟲；無節幼體,,生態學,,2022-07-15
5458903,Nautilus,鸚鵡螺屬,,高中生物,,2022-07-15
5458904,ncRNA {noncoding RNA},非編碼RNA,,細胞生物,,2022-07-15
5458905,Neanderthal Ma; Homo neanderthalensis,尼安德塔人,,高中生物,,2022-07-15
5458906,neck canal cell,頸溝細胞,,植物學,,2022-07-15
5458907,necrosis,[細胞]壞死,,細胞生物,,2022-07-15
5458908,nectary,蜜腺,,植物學,,2022-07-15
5458909,needle leaf,針狀葉,,高中生物,,2022-07-15
5458910,needle-leaved tree; acicular tree; conifer,松柏類；針葉樹,,植物,,2022-07-15
5458911,needle-shaped {acicular},針狀的,,植物,,2022-07-15
5458912,negative control,負調控,,細胞生物,,2022-07-15
5458913,negative cooperativity,負協同性,,細胞生物,,2022-07-15
5458914,negative feedback,負回饋；負反饋,,大一普生,,2022-07-15
5458915,negative pressure breathing,負壓式呼吸,,大一普生,,2022-07-15
5458916,negative selection,去除性選汰,,細胞生物,,2022-07-15
5458917,negative staining,負染法,,細胞生物,,2022-07-15
5458918,nekton,游泳動物；游泳生物,,生態學,,2022-07-15
5458919,nematocyst,刺絲囊,,高中生物,,2022-07-15
5458920,Nematoda,圓形動物門,,高中生物,,2022-07-15
5458921,nematode,線蟲,,高中生物,,2022-07-15
5458922,neo-Darwinism,新達爾文學說,,生態學,,2022-07-15
5458923,Neofelis nebulosa,雲豹,,高中生物,,2022-07-15
5458924,neofunctionalization,[基因]新功能產生,,細胞生物,,2022-07-15
5458925,nephric tubule; renal tubule,腎小管,,高中生物,,2022-07-15
5458926,nephridia {sing. nephridium},腎管,,高中生物,,2022-07-15
5458927,nephridium {pl. nephridia},腎管,,高中生物,,2022-07-15
5458928,nephristomepore,腎孔,,高中生物,,2022-07-15
5458929,nephrolith,腎結石,,高中生物,,2022-07-15
5458930,nephron,腎元,,高中生物,,2022-07-15
5458931,nephrostome,腎口,,高中生物,,2022-07-15
5458932,neritic province; neritic zone,近海區,,生命科學,,2022-07-15
5458933,neritic zone; neritic province,近海區,,生命科學,,2022-07-15
5458934,Nernst equation,能斯特[氏]方程式,,,,2022-07-15
5458935,nervation,[葉]脈序；[葉]脈型,,植物學,,2022-07-15
5458936,nerve,神經,,高中生物,,2022-07-15
5458937,nerve cell; neuron,神經元；神經細胞,,高中生物,,2022-07-15
5458938,nerve fiber,神經纖維,,高中生物,,2022-07-15
5458939,nerve impulse,神經衝動,,高中生物,,2022-07-15
5458940,nerve net,神經網,,大一普生,,2022-07-15
5458941,nerve tissue,神經組織,,大一普生,,2022-07-15
5458942,nervous system,神經系統,,細胞生物,,2022-07-15
5458943,NES {nuclear export signal},出核訊號,,細胞生物,,2022-07-15
5458944,net primary production,淨初級生產量,,大一普生,,2022-07-15
5458945,netted venation; reticulate venation,網狀[葉]脈,,高中生物,,2022-07-15
5458946,neural crest,神經嵴,,高中生物,20220719修訂,2022-07-19
5458947,neural groove,神經溝,,高中生物,,2022-07-15
5458948,neural plasticity,神經可塑性,,大一普生,,2022-07-15
5458949,neural plate,神經板,,高中生物,,2022-07-15
5458950,neural tube,神經管,,高中生物,,2022-07-15
5458951,neurite,神經元突,,細胞生物,,2022-07-15
5458952,neuroblast,神經母細胞,,細胞生物,,2022-07-15
5458953,neuroendocrine,神經內分泌,,高中生物,,2022-07-15
5458954,neurofilament,神經元[中間]絲,,細胞生物,,2022-07-15
5458955,neuroglia; glia; glial cell,神經膠細胞,,高中生物,,2022-07-15
5458956,neurohormone,神經激素,,高中生物,,2022-07-15
5458957,neurohypophysis; posterior pituitary,腦垂腺後葉,,,,2022-07-15
5458958,neuromuscular junction,神經肌肉會合處,,高中生物,,2022-07-15
5458959,neuron; nerve cell,神經元；神經細胞,,高中生物,,2022-07-15
5458960,neuropeptide,神經肽,,大一普生,,2022-07-15
5458961,neuropeptide Y,神經肽Y,,高中生物,,2022-07-15
5458962,neurosecretory cell,神經分泌細胞,,高中生物,,2022-07-15
5458963,neurosecretory vesicle,神經分泌囊泡,,細胞生物,,2022-07-15
5458964,Neurospora crassa,粉紅麵包黴[菌],,高中生物,,2022-07-15
5458965,neurotoxin,神經毒素,,高中生物,,2022-07-15
5458966,neurotransmitter,神經傳遞物,,高中生物,,2022-07-15
5458967,neurotrophin,神經[元]促素,,細胞生物,,2022-07-15
5458968,neutral allele,中性等位基因,,細胞生物,,2022-07-15
5458969,neutral evolution,中性演化,,細胞生物,,2022-07-15
5458970,neutral fat,中性脂肪,,高中生物,,2022-07-15
5458971,neutral theory,中性理論,,大一普生,,2022-07-15
5458972,neutral variation,中性變異,,大一普生,,2022-07-15
5458973,neutralization,中和[反應],,高中生物,,2022-07-15
5458974,neutrophil,嗜中性球,,高中生物,,2022-07-15
5458975,New World monkey,新大陸猴,,高中生物,,2022-07-15
5458976,newt; salamander,蠑螈,,生命科學,,2022-07-15
5458977,nexin,連接蛋白 {微管},,細胞生物,,2022-07-15
5458978,niacin,菸鹼酸,,高中生物,,2022-07-15
5458979,niche,[生態]位；區位；棲位,,生命科學,,2022-07-15
5458980,niche dimension,生態位維度,,生態學,,2022-07-15
5458981,nick,鏈裂 {DNA},,細胞生物,,2022-07-15
5458982,nick translation,鏈裂移位,,細胞生物,,2022-07-15
5458983,Nicotiana,菸草屬,,高中生物,,2022-07-15
5458984,nicotinamide adenine dinucleotide phosphate {=NADP+; NADPH},菸鹼醯胺腺嘌呤二核苷酸磷酸,,高中生物,,2022-07-15
5458985,nicotinamide adenine dinucleotide {=NAD+; NADH},菸鹼醯胺腺嘌呤二核苷酸,,高中生物,,2022-07-15
5458986,nitric oxide,一氧化氮,,大一普生,,2022-07-15
5458987,nitrification,硝化作用,,高中生物,,2022-07-15
5458988,nitrifying bacteria; nitrobacteria,硝化[細]菌,,高中生物,,2022-07-15
5458989,nitrite,亞硝酸鹽,,高中生物,,2022-07-15
5458990,nitrobacteria; nitrifying bacteria,硝化[細]菌,,高中生物,,2022-07-15
5458991,nitrogen cycle,氮循環,,高中生物,,2022-07-15
5458992,nitrogen fixation,固氮作用,,高中生物,,2022-07-15
5458993,nitrogen oxide,氮氧化物,,高中生物,,2022-07-15
5458994,nitrogenase,固氮酶,,高中生物,,2022-07-15
5458995,nitrogenase complex,固氮酶複合體,,細胞生物,,2022-07-15
5458996,nitrogen-fixing bacteria,固氮菌,,高中生物,,2022-07-15
5458997,nitrogenous base; base,含氮鹼基；鹼基,,高中生物,,2022-07-15
5458998,Nitrosomonas,亞硝化菌屬,,高中生物,,2022-07-15
5458999,NK cell {natural killer cell},自然殺手細胞,,高中生物,,2022-07-15
5459000,N-linked oligosaccharide,氮連結[型]寡醣,,細胞生物,,2022-07-15
5459001,NLS,核定位訊號,,細胞生物,,2022-07-15
5459002,nm {nanometer},奈米,,細胞生物,,2022-07-15
5459003,NMR {nuclear magnetic resonance},核磁共振,,細胞生物,,2022-07-15
5459004,NMR spectroscopy {nuclear magnetic resonance spectroscopy},核磁共振譜法,,細胞生物,,2022-07-15
5459005,NO {nitric oxide},一氧化氮,,大一普生,,2022-07-15
5459006,NO synthase {= NOS},一氧化氮合酶,,細胞生物,,2022-07-15
5459007,nociceptor,[傷]痛覺受器,,高中生物,20220516修訂,2022-07-15
5459008,nocodazole,諾考達唑,,細胞生物,,2022-07-15
5459009,node,節,,高中生物,,2022-07-15
5459010,node of Ranvier,郎氏結；杭氏結 {法語發音},,高中生物,,2022-07-15
5459011,nodule bacteria,根瘤菌,,高中生物,,2022-07-15
5459012,nonallelic homologous recombination,非等位基因[性]同源重組,,細胞生物,,2022-07-15
5459013,nonautonomous element,非自主[轉位]元[件],,細胞生物,,2022-07-15
5459014,noncoding RNA {= ncRNA},非編碼RNA,,細胞生物,,2022-07-15
5459015,noncoding sequence,非編碼序列,,高中生物,,2022-07-15
5459016,noncompetitive inhibitor,非競爭型抑制物,,大一普生,,2022-07-15
5459017,nonconservative substitution,非保守[式]取代,,細胞生物,,2022-07-15
5459018,noncovalent bond,非共價鍵,,細胞生物,,2022-07-15
5459019,noncyclic electron flow,非循環[式]電子流,,細胞生物,,2022-07-15
5459020,noncyclic electron transport system,非循環[式]電子傳遞系統,,高中生物,,2022-07-15
5459021,noncyclic photophosphorylation,非循環[式]光[合]磷酸化[作用],,細胞生物,,2022-07-15
5459022,nondisjunction,無分離[現象],,高中生物,,2022-07-15
5459023,nonenveloped viurs,無套膜病毒,,細胞生物,,2022-07-15
5459024,nonequilibrium model,不平衡模型,,大一普生,,2022-07-15
5459025,nonessential amino acid,非必需胺基酸,,細胞生物,,2022-07-15
5459026,non-gated channel; always-opened channel,常開通道,,高中生物,,2022-07-15
5459027,non-governmental organization {= NGO},非政府組織,,生態學,,2022-07-15
5459028,nonheme iron protein,非血基質[含]鐵蛋白質,,細胞生物,,2022-07-15
5459029,nonhermatypic coral; ahermatypic coral,非造礁珊瑚,,生態學,,2022-07-15
5459030,nonhistone proteins,非組蛋白蛋白質,,,,2022-07-15
5459031,nonhomologous end-joining,非同源染色體末端連接,,細胞生物,,2022-07-15
5459032,nonmotor MAP {microtubule-associated nonmotor protein},微管相關非馬達蛋白,,細胞生物,,2022-07-15
5459033,nonpermissive condition; restrictive condition,非容許狀態；受限狀態,,細胞生物,,2022-07-15
5459034,nonpolar,非極性[的],,細胞生物,,2022-07-15
5459035,nonreceptor protein kinase,非受體蛋白激酶,,細胞生物,,2022-07-15
5459036,nonrenewable resource,非再生[性]資源,,高中生物,,2022-07-15
5459037,nonrepeated DNA,不重複DNA序列,,細胞生物,,2022-07-15
5459038,nonrestrictive condition; permissive condition,非受限狀態；容許狀態,,細胞生物,,2022-07-15
5459039,nonrestrictive temperature; permissive temperature,容許溫度,,細胞生物,,2022-07-15
5459040,nonsense codon,無意義密碼子,,細胞生物,,2022-07-15
5459041,nonsense mutation,無意義突變,,大一普生,,2022-07-15
5459042,nonsense suppressor,無意義壓制性突變,,細胞生物,,2022-07-15
5459043,nonsense-mediated mRNA decay,無意義密碼子媒介式mRNA分解,,細胞生物,,2022-07-15
5459044,nonspecific defense,非專一性防禦,,高中生物,,2022-07-15
5459045,nonstop decay,無終止密碼子媒介式[mRNA]分解,,細胞生物,,2022-07-15
5459046,nonsynonymous substitution,變異[式]取代,,細胞生物,,2022-07-15
5459047,nontemplate strand,非模版股,,細胞生物,,2022-07-15
5459048,Nontranscribed spacer,非轉錄區段,,細胞生物,,2022-07-15
5459049,nonvascular plant,無維管束植物,,高中生物,,2022-07-15
5459050,NOR {nucleolus organizer region; nucleolus organizer},核仁組成區,,細胞生物,,2022-07-15
5459051,noradrenaline; norepinephrine,去甲[基]腎上腺素 {舊名：正腎上腺素},,高中生物,,2022-07-15
5459052,norepinephrine; noradrenaline,去甲[基]腎上腺素 {舊名：正腎上腺素},,高中生物,,2022-07-15
5459053,norm of reaction,反應規範,,大一普生,,2022-07-15
5459054,normal distribution,常態分布,,高中生物,,2022-07-15
5459055,northern blotting,北方印漬術,,大一普生,,2022-07-15
5459056,northern coniferous forest,北方針葉林,,大一普生,,2022-07-15
5459057,NOS {NO synthase},一氧化氮合酶,,細胞生物,,2022-07-15
5459058,notch protein,刻痕蛋白,,細胞生物,,2022-07-15
5459059,no-till farming,非耕農作,,大一普生,,2022-07-15
5459060,notochord,脊索,,高中生物,,2022-07-15
5459061,N-terminus; amino end; amino terminus},胺基端,,細胞生物,,2022-07-15
5459062,NTP {ribonucleoside triphosphate },[核糖]核苷三磷酸,,細胞生物,,2022-07-15
5459063,nucellus,珠心,,植物學,,2022-07-15
5459064,nuclear division,胞核分裂,,,,2022-07-15
5459065,nuclear endosperm,核型胚乳；無壁式胚乳,,植物學,,2022-07-15
5459066,nuclear envelope; nuclear membrane,核[套]膜,,高中生物,,2022-07-15
5459067,nuclear export signal {= NES},出核訊號,,細胞生物,,2022-07-15
5459068,nuclear lamina,核蛋白纖層,,大一普生,20220719修訂,2022-07-19
5459069,nuclear localization sequence; nuclear localization signal,[胞]核定位序列；[胞]核定位訊號,,細胞生物,,2022-07-15
5459070,nuclear localization signal; nuclear localization sequence,[胞]核定位訊號；[胞]核定位序列,,細胞生物,,2022-07-15
5459071,nuclear magnetic resonance spectroscopy {= NMR spectroscopy},核磁共振譜法,,細胞生物,,2022-07-15
5459072,nuclear magnetic resonance {= NMR},核磁共振,,細胞生物,,2022-07-15
5459073,nuclear matrix,核基質,,細胞生物,,2022-07-15
5459074,nuclear membrane; nuclear envelope,核[套]膜,,高中生物,,2022-07-15
5459075,nuclear pore,核孔,,高中生物,,2022-07-15
5459076,nuclear pore complex,核孔複合體,,高中生物,,2022-07-15
5459077,nuclear receptor,核受體,,細胞生物,,2022-07-15
5459078,nuclear transfer,[胞]核轉移,,細胞生物,,2022-07-15
5459079,nuclear transplantation,[胞]核轉置,,細胞生物,,2022-07-15
5459080,nuclear transport receptor,核運輸受體,,細胞生物,,2022-07-15
5459081,nuclease,核酸酶,,高中生物,,2022-07-15
5459082,nucleation,成核作用,,細胞生物,,2022-07-15
5459083,nuclei {sing. nucleus},細胞核；核,,高中生物,,2022-07-15
5459084,nucleic acid,核酸,,高中生物,,2022-07-15
5459085,nucleic acid hybridization,核酸雜合,,高中生物,,2022-07-15
5459086,nucleic acid probe,核酸探針,,大一普生,,2022-07-15
5459087,nuclein,核素,,高中生物,,2022-07-15
5459088,nucleocapsid,核酸蛋白殼[體],,細胞生物,,2022-07-15
5459089,nucleoid,擬核；類核,,高中生物,,2022-07-15
5459090,nucleoid region,擬核區；類核區,,高中生物,,2022-07-15
5459091,nucleoli {sing. nucleolus},核仁,,高中生物,,2022-07-15
5459092,nucleolus {pl. nucleoli},核仁,,高中生物,,2022-07-15
5459093,nucleolus organizer region; nucleolus organizer {= NOR},核仁組成區,,細胞生物,,2022-07-15
5459094,nucleolus organizer; nucleolus organizer region {= NOR},核仁組成區,,細胞生物,,2022-07-15
5459095,nucleophile,親核體,,細胞生物,,2022-07-15
5459096,nucleoplasm,核質,,高中生物,,2022-07-15
5459097,nucleoporin,核孔蛋白,,細胞生物,,2022-07-15
5459098,nucleoside,核苷,,高中生物,,2022-07-15
5459099,nucleoside diphosphate kinase,核苷二磷酸激酶,,細胞生物,,2022-07-15
5459100,nucleoside monophosphate,核苷[單磷]酸,,細胞生物,,2022-07-15
5459101,nucleoside monophosphate kinase,核苷單磷酸激酶,,細胞生物,,2022-07-15
5459102,nucleosome,核小體,,高中生物,,2022-07-15
5459103,nucleotidase,核苷酸酶,,高中生物,,2022-07-15
5459104,nucleotide,核苷酸,,高中生物,,2022-07-15
5459105,nucleotide excision repair,核苷酸切除[式]修復,,細胞生物,,2022-07-15
5459106,nucleotide sequence; base sequence,核苷酸序列；鹼基序列,,,,2022-07-15
5459107,nucleus {pl. nuclei},細胞核；核,,高中生物,,2022-07-15
5459108,nude mouse,裸鼠,,高中生物,,2022-07-15
5459109,null allele,無效等位基因,,細胞生物,,2022-07-15
5459110,null hypothesis,虛擬假說,,生態學,,2022-07-15
5459111,null mutation,無效突變,,細胞生物,,2022-07-15
5459112,nullisomic,缺對染色體[的],,細胞生物,,2022-07-15
5459113,number pyramid; pyramid of numbers,數[金字]塔,,生命科學,,2022-07-15
5459114,nuptial flight,婚飛,,生態學,,2022-07-15
5459115,nurse cell,養護細胞,,細胞生物,,2022-07-15
5459116,nut,堅果,,植物學,,2022-07-15
5459117,nutrient,營養素；養分,,高中生物,,2022-07-15
5459118,nutrient budget,養分收支,,生態學,,2022-07-15
5459119,nutrient cycle,營養循環,,生態學,,2022-07-15
