ID,英文名稱,中文名稱,圖片,中國大陸譯名,公告日期,更新日期
2698910,hardening,[抗性]鍛鍊,,锻炼,104.11.09,2016-09-13
2698911,hardness,硬度；剛度；硬性,,硬度,104.11.09,2016-09-13
2698912,hardwood,硬木,,阔叶材,104.11.09,2016-09-13
2698913,hardwood forest,硬木林；闊葉林,,阔叶林,104.11.09,2016-09-13
2698914,Hardy-Weinberg principle; Hardy-Weinberg law,哈[氏]溫[氏]定律；哈地[氏]－溫柏格[氏]定律；哈溫原則,,哈[氏]温[氏]定律；哈地[氏]－温博格[氏]定律,104.11.09,2016-09-13
2698915,Hardy-Weinberg's law,哈溫定律,,哈代文堡律；哈温定律,104.11.09,2016-09-13
2698916,harem,妻妾群,,眷群；妻妾群,104.11.09,2016-09-13
2698917,harmonic analysis,調和分析,,谐波分析,104.11.09,2016-09-13
2698918,harmonic biota,調和型生物相,,调和型生物区系,104.11.09,2016-09-13
2698919,harmonic lake type,調和湖沼型,,调和湖泊型,104.11.09,2016-09-13
2698920,harvest method,收穫法；收割法,,收获法,104.11.09,2016-09-13
2698921,Hawk-Dove model,鷹鴿模式,,鹰-鸽模型,104.11.09,2016-09-13
2698922,Hawk-Dove-Bourgeois model,鷹-鴿-應變者模式,,鹰-鸽-应变者模型,104.11.09,2016-09-13
2698923,Hawk-Dove-Retaliator model,鷹-鴿-反擊者模式,,鹰-鸽-反击者模型,104.11.09,2016-09-13
2698924,heat balance,熱平衡,,热〔量〕均衡,104.11.09,2016-09-13
2698925,heat budget,熱收支,,热量收支,104.11.09,2016-09-13
2698926,heat flux,熱通量,,热流,104.11.09,2016-09-13
2698927,heat island,熱島,,热岛,104.11.09,2016-09-13
2698928,heat pollution,熱汙染,,热污染,104.11.09,2016-09-13
2698929,heat resistance,抗熱性,,抗热性,104.11.09,2016-09-13
2698930,heat source,熱源,,热源,104.11.09,2016-09-13
2698931,heat tolerance,耐熱性,,耐热性,104.11.09,2016-09-13
2698932,heavy metal,重金屬,,重金属,104.11.09,2016-09-13
2698933,hedgerow,樹籬,,树篱,104.11.09,2016-09-13
2698934,height curve,樹高曲線,,树高曲线,104.11.09,2016-09-13
2698935,hekistoplankton,寒帶浮游生物,,寒带浮游生物,104.11.09,2016-09-13
2698936,hekistotherm,適寒植物,,适寒植物,104.11.09,2016-09-13
2698937,heliophobous community,適陰群落,,阴生植物群落,104.11.09,2016-09-13
2698938,heliophyte,陽性植物,,阳生植物,104.11.09,2016-09-13
2698939,heliotropism,向日性,,向日性,104.11.09,2016-09-13
2698940,helper,幫手,,帮手,104.11.09,2016-09-13
2698941,hemicryptophyte,半地下植物；地面芽植物,,半地下植物；地面芽植物,104.11.09,2016-09-13
2698942,hemi-endobenthos,半內底生生物,,半内底生生物,104.11.09,2016-09-13
2698943,hemi-epiphyte,半附生植物,,半附生植物,104.11.09,2016-09-13
2698944,hemimetabola,半變態{昆蟲},,半变态类,104.11.09,2016-09-13
2698945,hemiplankton,半浮游生物,,半浮游生物,104.11.09,2016-09-13
2698946,hemisaprophyte,半腐生植物,,半腐生植物,104.11.09,2016-09-13
2698947,herb,草本,,草本,104.11.09,2016-09-13
2698948,herb layer,草本層,,草本层,104.11.09,2016-09-13
2698949,herba,草本,,草本,104.11.09,2016-09-13
2698950,herbaceous vegetation,草本植被,,草本植被,104.11.09,2016-09-13
2698951,herbage,糧草；牧草,,草本植物区系,104.11.09,2016-09-13
2698952,herbivore,草食者：草食者；植食者,,草食动物；草食者；食草动物,104.11.09,2016-09-13
2698953,heritability,遺傳力；可遺傳性,,遗传率；遗传力,104.11.09,2016-09-13
2698954,hermaphrodite,雌雄同體,,雌雄同体,104.11.09,2016-09-13
2698955,hermatypic coral,造礁珊瑚,,造礁珊瑚,104.11.09,2016-09-13
2698956,hermatypic organism,造礁生物,,造礁生物,104.11.09,2016-09-13
2698957,heterodynamic development,異相動態發育,,异动态发育,104.11.09,2016-09-13
2698958,heterogeneity index,異質性指數,,异质性指数,104.11.09,2016-09-13
2698959,heteroplanobios,河流漂浮生物,,河流漂浮生物,104.11.09,2016-09-13
2698960,heterosis,雜交優勢；雜種優勢,,杂种优势,104.11.09,2016-09-13
2698961,heterotroph,異營生物,,异营性生物,104.11.09,2016-09-13
2698962,heterotrophic lake,異營型湖泊,,异养型湖泊,104.11.09,2016-09-13
2698963,heterotrophic stratum,異養層；異營層,,异养层,104.11.09,2016-09-13
2698964,heterotrophic succession,異養演替；異營性消長；異營性演替,,"异营性消长；异营性演替, 异飬演替",104.11.09,2016-09-13
2698965,heterozygosis,雜合現象,,杂合现象,104.11.09,2016-09-13
2698966,heterozygosity,雜合性；異質接合性,,杂合性；异质接合性,104.11.09,2016-09-13
2698967,heterozygote superiority,雜合優勢,,杂合优势,104.11.09,2016-09-13
2698968,heterozygous,雜合的；異[基因]型組合[的],,杂合的,104.11.09,2016-09-13
2698969,heterozygous advantage,雜合優勢,,杂合优势,104.11.09,2016-09-13
2698970,hexalure,己誘劑；海克誘劑,,己诱剂；海克诱剂,104.11.09,2016-09-13
2698971,hibernaculum,越冬棲所；越冬巢{動物學}；冬芽{植物學},,越冬场所,104.11.09,2016-09-13
2698972,hibernal annual plant,越冬性一年生植物,,越冬一年生植物,104.11.09,2016-09-13
2698973,hibernation,冬眠,,冬眠,104.11.09,2016-09-13
2698974,hidicolocity,留巢性,,留巢性,104.11.09,2016-09-13
2698975,Hiemefruticeta,雨綠灌木林,,雨绿灌木群落,104.11.09,2016-09-13
2698976,Hiemelignosa,季風林叢,,雨绿木本群落,104.11.09,2016-09-13
2698977,hierarchical organization,層系(級)組織,,等级组织,104.11.09,2016-09-13
2698978,hierarchical system,層系(級)系統,,等级系统；层级系统,104.11.09,2016-09-13
2698979,hierarchy,層系(級)；位階,,序位,104.11.09,2016-09-13
2698980,high tidal mark,高潮線,,高潮线,104.11.09,2016-09-13
2698981,high tidal region,高潮區,,高潮区,104.11.09,2016-09-13
2698982,high veld,高地草原{南非的},,高地草原,104.11.09,2016-09-13
2698983,high water{=HW},高水位,,高潮,104.11.09,2016-09-13
2698984,highgrass savanna,熱帶高草草原；高草稀樹草原,,高草,104.11.09,2016-09-13
2698985,high-level(radioactive)waste,高放射性廢物,,高放射性废物,104.11.09,2016-09-13
2698986,high-moor,高位沼,,高位沼泽,104.11.09,2016-09-13
2698987,high-moor soil,高位沼土,,高位沼泽土,104.11.09,2016-09-13
2698988,hill belt,丘陵地帶,,丘陵地带；山麓地带,104.11.09,2016-09-13
2698989,historical plant geography,歷史植物地理學,,历史植物地理学,104.11.09,2016-09-13
2698990,hoarding,儲藏；儲食,,储藏,104.11.09,2016-09-13
2698991,holarctic floral kingdom,全北區{動物地理區劃},,泛北极植物界,104.11.09,2016-09-13
2698992,holarctic region,全北極區,,全北界,104.11.09,2016-09-13
2698993,holdfast,固著器；附著根,,附着根；固着器；附着器,104.11.09,2016-09-13
2698994,Holdridge life zone,霍爾德里奇生命地帶,,霍尔德里奇生命地带,104.11.09,2016-09-13
2698995,holistic concept,整體概念,,整体概念,104.11.09,2016-09-13
2698996,holistic management,整體管理,,整体管理,104.11.09,2016-09-13
2698997,holistic model,整體性模型,,整体性模型,104.11.09,2016-09-13
2698998,Holling disc equation,霍林圓盤方程式,,霍林圆盘方程,104.11.09,2016-09-13
2698999,hollow,高地濕原盆地,,高位沼泽盆地,104.11.09,2016-09-13
2699000,Holocene,全新世,,全新世,104.11.09,2016-09-13
2699001,holometabola,完全變態類,,全变态类,104.11.09,2016-09-13
2699002,holomietic lake,全循環湖,,全循环湖,104.11.09,2016-09-13
2699003,holoparasite,全寄生物,,全寄生物,104.11.09,2016-09-13
2699004,holopelagic plankton,終生浮游生物,,"终生浮游生物,永久性浮游生物",104.11.09,2016-09-13
2699005,holophytic form,自營性型,,自养类型,104.11.09,2016-09-13
2699006,holoplankton,全浮游生物；終生浮游生物,,全浮游生物；终生浮游生物,104.11.09,2016-09-13
2699007,home range,活動範圍,,生活圈；活动圈,104.11.09,2016-09-13
2699008,home stream theory,家河(親河)理論,,家河理论；双亲河理论,104.11.09,2016-09-13
2699009,homeostasis,[體內]恆定；穩態,,"稳态, 体内恒定；恒定性",104.11.09,2016-09-13
2699010,homeotherm,恒溫動物,,恒温动物；内温动物(endotherm),104.11.09,2016-09-13
2699011,homeothermal animal,恒溫動物,,恒温动物,104.11.09,2016-09-13
2699012,homeothermia,恆溫性,,恒温性,104.11.09,2016-09-13
2699013,homeothermic animal,恒溫動物,,恒温动物；内温动物(endotherm),104.11.09,2016-09-13
2699014,homeotherms,恒溫生物,,恒温生物,104.11.09,2016-09-13
2699015,homeothermy,恆溫性,,恒温性,104.11.09,2016-09-13
2699016,homing,歸航；歸巢,,归航；归巢,104.11.09,2016-09-13
2699017,homogamy,同型配子結合,,同配生殖,104.11.09,2016-09-13
2699018,homogeneity,均質性；同質性,,同构型,104.11.09,2016-09-13
2699019,homoiohydric plant,恒水性植物,,恒水性植物,104.11.09,2016-09-13
2699020,homoiosmotic animal,恒滲透壓動物,,恒渗透压动物,104.11.09,2016-09-13
2699021,homoiothermal animal,恒溫動物,,恒温动物,104.11.09,2016-09-13
2699022,homoiothermy,恒溫性,,恒温性,104.11.09,2016-09-13
2699023,homologous character,同源性狀,,同源性状,104.11.09,2016-09-13
2699024,homology,同源[性],,同源；同源[性],104.11.09,2016-09-13
2699025,homoplasy,同塑性,,同塑[性]；趋同,104.11.09,2016-09-13
2699026,homosexual competition,同性競爭,,性内竞争,104.11.09,2016-09-13
2699027,homosexual copulation,同性交配,,性内交配,104.11.09,2016-09-13
2699028,homozygosity,純合性；同質接合性,,纯合度,104.11.09,2016-09-13
2699029,homozygous,純合的；同[基因]型組合[的],,纯合的,104.11.09,2016-09-13
2699030,Hopf bifurcation,霍普夫分岔,,霍普夫分岔；霍普夫分支,104.11.09,2016-09-13
2699031,Hopkins' bioclimatic law,霍浦金生物氣候律,,霍普金生物气候律,104.11.09,2016-09-13
2699032,Hopkins' coefficient of aggregation,霍浦金分佈集中度係數,,霍普金斯分布集中度系数,104.11.09,2016-09-13
2699033,Hopkins' host selection principle,霍浦金寄主選擇原理,,霍普金斯寄主选择原理,104.11.09,2016-09-13
2699034,horizontal distribution,水準分佈,,水平分布,104.11.09,2016-09-13
2699035,horizontal gene transfer,基因水平轉移,,水平基因转移,,2022-07-15
2699036,horizontal life table,水準生命表,,水平生命表,104.11.09,2016-09-13
2699037,host,寄主；宿主,,寄主；宿主,104.11.09,2016-09-13
2699038,host plant,寄主植物,,寄主植物,104.11.09,2016-09-13
2699039,host selection,寄主選擇,,寄主选择性,104.11.09,2016-09-13
2699040,host specificity,寄主專一性,,寄主专一性,104.11.09,2016-09-13
2699041,host suitability,寄主適合性,,寄主适合性,104.11.09,2016-09-13
2699042,hostility,敵對作用；敵意,,敌对作用,104.11.09,2016-09-13
2699043,host-parasite interaction,寄主－寄生物交互作用,,寄主寄生物相互关系,104.11.09,2016-09-13
2699044,human disturbance,人為干擾,,人为干扰,104.11.09,2018-12-06
2699045,human ecology,人類生態學,,人类生态学,104.11.09,2016-09-13
2699046,humic acid,腐植酸；腐植質酸,,腐植质酸,104.11.09,2016-09-13
2699047,humic glei soil,腐植質灰黏土,,腐殖质灰黏土,104.11.09,2016-09-13
2699048,humic gley soil,腐植質灰黏土,,腐殖质灰黏土,104.11.09,2016-09-13
2699049,humidity,濕度,,湿度,104.11.09,2016-09-13
2699050,humification,腐植化作用,,腐殖化作用,104.11.09,2016-09-13
2699051,humivore,腐植食者；腐殖質分解者,,腐植食者；腐殖质分解者,104.11.09,2016-09-13
2699052,humus,腐植質,,腐殖质,104.11.09,2016-09-13
2699053,humus horizon,腐植質層,,腐殖质层,104.11.09,2016-09-13
2699054,humus lake,腐植質湖,,腐殖质湖,104.11.09,2016-09-13
2699055,hurricane,颶風,,飓风,104.11.09,2016-09-13
2699056,hybrid breakdown,雜種衰敗,,杂种衰败,104.11.09,2016-09-13
2699057,hybrid depression,雜種衰退,,杂交衰退,104.11.09,2016-09-13
2699058,hybrid swarm,雜種群集；雜種群,,杂种群集；杂种群,104.11.09,2016-09-13
2699059,hybrid vigor,雜種優勢,,杂种优势,104.11.09,2016-09-13
2699060,hybrid zone,雜交帶,,杂种带；杂交地带,104.11.09,2016-09-13
2699061,hybridization,雜交；雜合,,杂交；杂合,104.11.09,2016-09-13
2699062,hydrarch succession,水生演替,,水生演替,104.11.09,2016-09-13
2699063,hydroarch sere,水生演替系列；水生消長系列,,水生演替系列,104.11.09,2016-09-13
2699064,hydroarch succession,水生演替,,水生演替,104.11.09,2016-09-13
2699065,hydrobiology,水生生物學,,水生生物学,104.11.09,2016-09-13
2699066,hydrobiont; hydrobios,水生生物,,水生生物,104.11.09,2016-09-13
2699067,hydrocole,水生動物,,水生动物,104.11.09,2016-09-13
2699068,hydrologic cycle,水文循環,,水循环,104.11.09,2016-09-13
2699069,hydrolysis,水解[作用],,水解[作用],104.11.09,2016-09-13
2699070,hydrophyte,水生植物,,水生植物,104.11.09,2016-09-13
2699071,hydroponics,水耕,,水耕[法],104.11.09,2016-09-13
2699072,hydrosere,水生演替系列；水生消長系列,,水生演替系列,104.11.09,2016-09-13
2699073,hydrosphere,水圈,,水圈,104.11.09,2016-09-13
2699074,hydrotaxis,趨水性,,趋水性,104.11.09,2016-09-13
2699075,hydrotherm figure,溫濕圖,,温湿图,104.11.09,2016-09-13
2699076,hydrothermal vent,海底熱泉,,海底热泉生物群落,104.11.09,2016-09-13
2699077,hydrotropism,趨水性；向水性,,向水性,104.11.09,2016-09-13
2699078,hygrograph,溼度計,,湿度计,104.11.09,2016-09-13
2699079,hygrometer,濕度計,,湿度表,104.11.09,2016-09-13
2699080,hygrophorbium,低沼濕原,,低地沼泽群落,104.11.09,2016-09-13
2699081,hygrophyte,濕生植物,,湿生植物,104.11.09,2016-09-13
2699082,hyperdispersion,超分佈,,过度散布,104.11.09,2016-09-13
2699083,hyperhaline water,超鹽水；高鹽水,,超盐水；高盐水,104.11.09,2016-09-13
2699084,hyperosmotic,高張液的,,高渗的,104.11.09,2016-09-13
2699085,hyperparasite,重覆寄生者；重寄生物,,重复寄生者；重寄生物,104.11.09,2016-09-13
2699086,hyperspace,多維空間,,多维空间；超空间,104.11.09,2016-09-13
2699087,hyperthermia,體溫過高；過熱,,体温过高；过热,104.11.09,2016-09-13
2699088,hypertrophic lake,超優養湖,,超富营养湖,104.11.09,2016-09-13
2699089,hyphae; hypha{sg.},菌絲,,菌丝体,104.11.09,2016-09-13
2699090,hypolimnion,深水層；底水層,,湖下层,104.11.09,2016-09-13
2699091,hyponeuston,水錶下漂浮生物；水錶下生物,,水表下漂浮生物,104.11.09,2016-09-13
2699092,hypoosmotic,低張溶液的；低滲透,,低渗的,104.11.09,2016-09-13
2699093,hypo-plankton,下層浮游生物,,底层浮游生物,104.11.09,2016-09-13
2699094,hyporheic zone,低流區；低流帶,,河底生物带,104.11.09,2016-09-13
2699095,hypothermia,溫度過低；失溫,,温度过底；失温,104.11.09,2016-09-13
2699096,hypothesis,假說,,假说,104.11.09,2016-09-13
2699097,hysteresis,滯後性,,滞后性,104.11.09,2016-09-13
2699098,ice core,冰芯,,冰芯,104.11.09,2016-09-13
2699099,ice field,冰原,,冰原,104.11.09,2016-09-13
2699100,ideal free distribution,理想自由分佈,,理想自由分布,104.11.09,2016-09-13
2699101,idiobiology,個體生物學,,个体生物学,104.11.09,2016-09-13
2699102,idioecology,個體生態學,,个体生态学,104.11.09,2016-09-13
2699103,idiosyncratic response hypothesis,特異反映假說,,特异反应假说,104.11.09,2016-09-13
2699104,illumination,照度,,照度,104.11.09,2016-09-13
2699105,immature stage,幼齡期；未成熟期,,幼龄期,104.11.09,2016-09-13
2699106,immigrant,遷入者,,迁入者,104.11.09,2016-09-13
2699107,Immigration,遷入,,迁入,104.11.09,2016-09-13
2699108,imprinting,銘印；印記,,"印记,印痕",104.11.09,2016-09-13
2699109,in situ bioremediation,現地生物修復；原地生物修復；就地生物修復,,原位生物修复,104.11.09,2016-09-13
2699110,in situ conservation,就地保育,,就地保护,104.11.09,2016-09-13
2699111,in vitro,活體外；試管內,,体外,104.11.09,2016-09-13
2699112,in vivo,活體內,,体内,104.11.09,2016-09-13
2699113,inbreeding,近親繁殖；近交,,近交,104.11.09,2016-09-13
2699114,inbreeding depression,近交衰退,,近交衰退,104.11.09,2016-09-13
2699115,incidental species,偶見種,,偶见种,104.11.09,2016-09-13
2699116,inclusive fitness,總適存度,,广义适合度,104.11.09,2016-09-13
2699117,incubation,培養；孵卵；育成,,培育；潜伏；孵化,104.11.09,2016-09-13
2699118,indeterminate growth,無限生長,,无限增长,104.11.09,2016-09-13
2699119,Index of abundance,資源量指數,,"多度指数,丰度指数",104.11.09,2016-09-13
2699120,index of biotic integrity,生物整合性指數,,生物整体性指数,104.11.09,2016-09-13
2699121,index of diversity,多樣性指數；歧異度指數,,多样性指数,104.11.09,2016-09-13
2699122,index of frequency,頻率指數,,频率指数,104.11.09,2016-09-13
2699123,index of network ascendancy,網絡之配指數,,网络支配指数,104.11.09,2016-09-13
2699124,index of population trend,族群趨勢指數,,种群趋势指数,104.11.09,2016-09-13
2699125,index of similarity,相似度指數,,"相似性指数,群落系数",104.11.09,2016-09-13
