ID,英文名稱,中文名稱,圖片,語言,備註,更新日期
3242891,oblique motion,斜行，斜向,,英,,2017-08-08
3242892,oboe baritono {It.},上低音雙簧管,,義,,2017-08-08
3242893,oboe d'amore {It.},柔音管,,義,,2017-08-08
3242894,oboe da caccia {It.},狩獵雙簧管,,義,,2017-08-08
3242895,oboe family,雙簧管家族,,,,2017-08-08
3242896,Oboe {Ger.},雙簧管,,德,,2017-08-08
3242897,oboe {It.},雙簧管,,英˙義,,2017-08-08
3242898,ocarina,燻（塤）；陶笛；骨笛,,英,,2017-08-08
3242899,occhio {It.},音孔,,義,,2017-08-08
3242900,occursus {Lat.},相遇平行複音｛拉｝,,拉,,2017-08-08
3242901,ochetto {It.},斷續歌,,義,,2017-08-08
3242902,ochetus {Lat.},斷續歌,,拉,,2017-08-08
3242903,octave cachée {Fr.},隱伏八度,,法,,2017-08-08
3242904,octave centrale {Fr.},一點八度｛音域｝,,法,,2017-08-08
3242905,octave coupler,八度聯鍵音栓（管風琴）,,英,,2017-08-08
3242906,octave diminuée {Fr.},減八度,,法,,2017-08-08
3242907,octave flute,短笛,,英,,2017-08-08
3242908,octave fugue,八度復格,,英,,2017-08-08
3242909,octave juste {Fr.},完全八度,,法,,2017-08-08
3242910,octave parallèle {Fr.},平行八度,,法,,2017-08-08
3242911,octave parallele {It.},平行八度,,義,,2017-08-08
3242912,octave quint,十二度,,英,,2017-08-08
3242913,octave signs,八度記號,,英,,2017-08-08
3242914,octave species,八度規則,,英,,2017-08-08
3242915,octave {Fr.},八度音,,英˙法,,2017-08-08
3242916,Octave {Ger.},八度音,,德,,2017-08-08
3242917,octaves graves,上下八度聯鍵音栓（管風琴）,,英,,2017-08-08
3242918,octavin {Fr.},十五度,,英,,2017-08-08
3242919,Octbass,倍低音提琴,,英,,2017-08-08
3242920,octet,八重奏；八重奏曲；八重唱；八重唱曲,,英,,2017-08-08
3242921,octo basse {Fr.},倍低音提琴,,法,,2017-08-08
3242922,octole,八連音,,英,,2017-08-08
3242923,octple meter,八拍子,,英,,2017-08-08
3242924,octple time,八拍子,,英,,2017-08-08
3242925,octuor vocal {Fr.},八重唱,,法,,2017-08-08
3242926,octuor {Fr.},八重奏；八重奏曲；八重唱；八重唱曲,,法,,2017-08-08
3242927,octuplet,八連音,,英,,2017-08-08
3242928,od {It.},或者,,義,,2017-08-08
3242929,oda {Lat.},頌歌,,拉,,2017-08-08
3242930,ode {Fr.}{It.},頌歌,,英˙法˙義,,2017-08-08
3242931,Ode {Ger.},頌歌,,德,,2017-08-08
3242932,Oder {Ger.},或；或者；或是,,德,,2017-08-08
3242933,off beat,弱拍強音,,英,,2017-08-08
3242934,offene Pfeife {Ger.},開管,,德,,2017-08-08
3242935,offene Quinte {Ger.},空心五度,,德,,2017-08-08
3242936,offertoire {Fr.},獻祭頌；奉獻頌；奉獻經；獻禮經,,法,,2017-08-08
3242937,offertorio {It.},獻祭頌；奉獻頌；奉獻經；獻禮經,,義,,2017-08-08
3242938,offertorium {Lat.},獻祭頌；奉獻頌；奉獻經；獻禮經,,拉,,2017-08-08
3242939,offertory,獻祭頌；奉獻頌；奉獻經；獻禮經,,英,,2017-08-08
3242940,Office,日課,,英,,2017-08-08
3242941,Office hours,日課,,英,,2017-08-08
3242942,Officium {Lat.},日課,,拉,,2017-08-08
3242943,oficleide {It.},奧菲克萊德號,,義,,2017-08-08
3242944,Ohehanoihu,夏威夷鼻笛,,英,,2017-08-08
3242945,ohne Begleitung {Ger.},無伴奏,,德,,2017-08-08
3242946,ohne Dämpfer {Ger.},除弱音器,,德,,2017-08-08
3242947,Ohne {Ger.},無,,德,,2017-08-08
3242948,Ohrenoktaven {Ger.},隱藏式平行八度,,德,,2017-08-08
3242949,Ohrenquinten {Ger.},隱藏式平行五度,,德,,2017-08-08
3242950,Oktave {Ger.},八度,,德,,2017-08-08
3242951,Oktavfagott {Ger.},倍低音管,,德,,2017-08-08
3242952,Oktavflöte {Ger.},短笛,,德,,2017-08-08
3242953,Oktavgattungen {Ger.},八度規則,,德,,2017-08-08
3242954,Oktavkanon {Ger.},八度卡農,,德,,2017-08-08
3242955,Oktavparallele {Ger.},平行八度,,德,,2017-08-08
3242956,oktêchos {Gr.},八個調式(敘利亞),,希,,2017-08-08
3242957,Oktett {Ger.},八重奏；八重奏曲；八重唱；八重唱曲,,德,,2017-08-08
3242958,Oktobass {Ger.},倍低音提琴,,德,,2017-08-08
3242959,Old Hall Manuscript,古哈爾抄本,,英,,2017-08-08
3242960,Old Roman chant,古羅馬聖歌,,英,,2017-08-08
3242961,old rondo form,古輪旋曲式,,英,,2017-08-08
3242962,old sonata,古奏鳴曲,,英,,2017-08-08
3242963,old sonata form,古奏鳴曲式,,英,,2017-08-08
3242964,olifant {Fr.},象牙號,,法,,2017-08-08
3242965,oliphant,象牙號,,英,,2017-08-08
3242966,omission of interval,音程省略,,英,,2017-08-08
3242967,omnitonic horn,全調號,,英,,2017-08-08
3242968,Omofonia {It.},主曲調音樂；主旋律音樂,,義,,2017-08-08
3242969,omoritmico {It.},同節奏；等節奏,,義,,2017-08-08
3242970,on the string,弓不離弦,,英,,2017-08-08
3242971,once accented octave,一點八度｛音域｝,,英,,2017-08-08
3242972,once marked octave,一點八度｛音域｝,,英,,2017-08-08
3242973,onda sonora {It.},音波,,義,,2017-08-08
3242974,onde sonore {Fr.},音波,,法,,2017-08-08
3242975,onde stationnaire {Fr.},定波,,法,,2017-08-08
3242976,ondeggiamento {It.},波動奏法,,義,,2017-08-08
3242977,ondeggiando {It.},波動奏法,,義,,2017-08-08
3242978,ondeggiante {It.},波動奏法,,義,,2017-08-08
3242979,ondes martenot {Fr.},電音琴,,法,,2017-08-08
3242980,Ondes ultrasonores {Fr.},超音波,,法,,2017-08-08
3242981,ondulé{Fr.},波動奏法,,法,,2017-08-08
3242982,one line octtave,一點八度｛音域｝,,英,,2017-08-08
3242983,one part form,一段體,,英,,2017-08-08
3242984,one-step,單步舞曲,,英,,2017-08-08
3242985,ongarese {It.},匈牙利風的,,義,,2017-08-08
3242986,onzième {Fr.},十一度,,法,,2017-08-08
3242987,op.posth,遺作,,英,,2017-08-08
3242988,open,開放,,英,,2017-08-08
3242989,open canon,展開卡農,,英,,2017-08-08
3242990,open diapason,開管基本音栓（管風琴）,,英,,2017-08-08
3242991,open fifth,空心五度,,英,,2017-08-08
3242992,open form,開放曲式,,英,,2017-08-08
3242993,open harmony,開離和聲,,英,,2017-08-08
3242994,open head,白符頭,,英,,2017-08-08
3242995,open note,空弦（絃）音；自然音｛管樂｝,,英,,2017-08-08
3242996,open pipe,開管,,英,,2017-08-08
3242997,open position,開離位置,,英,,2017-08-08
3242998,open reel tape,開放式磁帶,,英,,2017-08-08
3242999,open score,開列總譜,,英,,2017-08-08
3243000,open string,空弦（絃）,,英,,2017-08-08
3243001,open tone,全開音｛管樂｝,,英,,2017-08-08
3243002,opening cuts,全本演出,,英,,2017-08-08
3243003,Oper {Ger.},歌劇,,德,,2017-08-08
3243004,opera a numeri {It.},編號歌劇,,義,,2017-08-08
3243005,opéra bouffe {Fr.},諧歌劇；喜歌劇,,法,,2017-08-08
3243006,opera buffa {It.},諧歌劇；喜歌劇,,義,,2017-08-08
3243007,opera comica {It.},喜歌劇,,義,,2017-08-08
3243008,opéra comique {Fr.},喜歌劇,,法,,2017-08-08
3243009,opera da camera {It.},室內歌劇,,義,,2017-08-08
3243010,opéra de chambre {Fr.},室內歌劇,,法,,2017-08-08
3243011,opera fantasia,歌劇幻想曲,,英,,2017-08-08
3243012,opera house,歌劇院,,英,,2017-08-08
3243013,opéra lyrique {Fr.},抒情歌劇,,法,,2017-08-08
3243014,opera numero {Fr.},編號歌劇,,法,,2017-08-08
3243015,opera oratorio,神劇式歌劇,,英,,2017-08-08
3243016,opera overture,歌劇序曲,,英,,2017-08-08
3243017,opera pitch,歌劇音高,,英,,2017-08-08
3243018,opera semiseria {It.},半莊歌劇,,義,,2017-08-08
3243019,opera seria {It.},莊歌劇,,義,,2017-08-08
3243020,opéra {Fr.},歌劇,,法,,2017-08-08
3243021,opera {It.},歌劇；作品,,英˙義,,2017-08-08
3243022,opera-oratorio,神劇式歌劇,,義,,2017-08-08
3243023,opéran ballet {Fr.},舞蹈歌劇,,法,,2017-08-08
3243024,operatic aria,歌劇詠唱調,,義,,2017-08-08
3243025,operetta {It.},輕歌劇,,義,,2017-08-08
3243026,opérette {Fr.},輕歌劇,,法,,2017-08-08
3243027,Operette {Ger.},輕歌劇,,德,,2017-08-08
3243028,Opernhaus {Ger.},歌劇院,,德,,2017-08-08
3243029,Opernton {Ger.},歌劇音高,,德,,2017-08-08
3243030,ophicleide,奧菲克萊德號,,英,,2017-08-08
3243031,ophicléide {Fr.},奧菲克萊德號,,法,,2017-08-08
3243032,Ophikleide {Ger.},奧菲克萊德號,,德,,2017-08-08
3243033,opposite construction,反行構造,,英,,2017-08-08
3243034,opposite mode,異調式,,英,,2017-08-08
3243035,oppure {It.},或；或者；或是,,義,,2017-08-08
3243036,Opus posthumus {Lat.},遺作,,拉,,2017-08-08
3243037,opus {Lat.} {It.},作品,,拉˙英˙義,,2017-08-08
3243038,"orageux, orageuse {Fr.}",暴風雨似的,,法,,2017-08-08
3243039,oratio {Lat.},禱文,,拉,,2017-08-08
3243040,oratorio {Fr.}{It.},神劇,,英˙法˙義,,2017-08-08
3243041,Oratorium {Ger.},神劇,,德,,2017-08-08
3243042,oratorium {Lat.},神劇,,拉,,2017-08-08
3243043,orchesta tipica,標準樂隊,,英,,2017-08-08
3243044,Orchester {Ger.},管弦（絃）樂團；樂團；樂隊席｛劇場｝，樂隊池｛劇場｝；正廳前座｛劇場｝,,德,,2017-08-08
3243045,Orchesterraum {Ger.},樂團席；樂團室,,德,,2017-08-08
3243046,orchestra d'archi {It.},弦樂團,,義,,2017-08-08
3243047,orchestra da camera {It.},室內管弦（絃）樂團；室內合奏團,,義,,2017-08-08
3243048,orchestra pit,樂團池；樂團席,,英,,2017-08-08
3243049,orchestra sinfonica {It.},交響樂團,,義,,2017-08-08
3243050,orchestra {It.},管弦（絃）樂團；樂團；樂隊席｛劇場｝，樂隊池｛劇場｝；正廳前座｛劇場｝,,英˙義,,2017-08-08
3243051,orchestral accompaniment,管弦樂伴奏,,英,,2017-08-08
3243052,orchestral instrument,管弦（絃）樂樂器,,英,,2017-08-08
3243053,orchestral music,管弦（絃）樂,,英,,2017-08-08
3243054,orchestral oboe,管絃樂雙簧管音栓（管風琴）,,,,2017-08-08
3243055,Orchestral score,管弦樂總譜,,英,,2017-08-08
3243056,orchestration {Fr.},管弦（絃）樂法,,英˙法,,2017-08-08
3243057,Orchestration {Ger.},管弦（絃）樂法,,德,,2017-08-08
3243058,orchestrazione {It.},管弦（絃）樂法,,義,,2017-08-08
3243059,orchestre à cordes {Fr.},弦樂團,,法,,2017-08-08
3243060,orchestre de chambre {Fr.},室內管弦（絃）樂團；室內合奏團,,法,,2017-08-08
3243061,orchestre symphonique {Fr.},交響樂團,,法,,2017-08-08
3243062,orchestre {Fr.},管弦（絃）樂團；樂團；樂隊席｛劇場｝，樂隊池｛劇場｝；正廳前座｛劇場｝,,法,,2017-08-08
3243063,order of entry,進入程式,,英,,2017-08-08
3243064,ordinario {It.},中庸的；普通的；還原的,,義,,2017-08-08
3243065,ordinarium missae {Lat.},常規彌撒,,拉,,2017-08-08
3243066,Ordinarium {Lat.},常規彌撒文,,拉,,2017-08-08
3243067,ordinary,常規,,英,,2017-08-08
3243068,Ordinary Mass,常規彌撒曲,,英,,2017-08-08
3243069,ordre {Fr.},組曲,,法,,2017-08-08
3243070,orecchio assoluto {It.},絕對音感,,義,,2017-08-08
3243071,orecchio relativo {It.},相對音感,,義,,2017-08-08
3243072,Oreille extrême {Fr.},外耳,,法,,2017-08-08
3243073,oreille intermédiaire {Fr.},中耳,,法,,2017-08-08
3243074,oreille interne {Fr.},內耳,,法,,2017-08-08
3243075,organ,管風琴,,英,,2017-08-08
3243076,organ chorale,管風琴聖詠曲,,英,,2017-08-08
3243077,organ eco {It.},回聲風琴,,義,,2017-08-08
3243078,organ hymn,管風琴讚美歌,,英,,2017-08-08
3243079,organ mass,管風琴彌撒曲,,英,,2017-08-08
3243080,organ music,管風琴音樂,,英,,2017-08-08
3243081,organ of hearing,聽覺器官,,英,,2017-08-08
3243082,organ pipe,風琴管,,英,,2017-08-08
3243083,organ prelude,管風琴前奏曲,,英,,2017-08-08
3243084,organ reed,風琴簧管,,英,,2017-08-08
3243085,organ sonata,管風琴奏鳴曲,,英,,2017-08-08
3243086,organ stop,風琴音栓,,英,,2017-08-08
3243087,organ tablature,風琴記譜法,,英,,2017-08-08
3243088,organ vers,管風琴短曲,,英,,2017-08-08
3243089,Organ verse,詩節風琴曲,,英,,2017-08-08
3243090,organ point,持續音,,英,,2017-08-08
3243091,organa {Lat.},平行複音；奧干農；管風琴,,拉,,2017-08-08
3243092,organetto a manovella {It.},滾筒風琴,,義,,2017-08-08
3243093,organetto {It.},手搖管風琴；滾筒管風琴,,義,,2017-08-08
3243094,organist,管風琴家,,英,,2017-08-08
3243095,organista {It.},管風琴家,,義,,2017-08-08
3243096,organistrum {Lat.},搖弦（絃）琴,,拉,,2017-08-08
3243097,organo portativo {It.},攜帶型風琴,,義,,2017-08-08
3243098,organo {It.},管風琴,,義,,2017-08-08
3243099,organology,樂器學,,英˙法,,2017-08-08
3243100,organum {Lat.},平行複音；奧干農；管風琴,,拉,,2017-08-08
3243101,orgatron,電風琴,,英,,2017-08-08
3243102,Orgel {Ger.},管風琴,,德,,2017-08-08
3243103,Orgelchoral {Ger.},管風琴聖詠,,德,,2017-08-08
3243104,Orgelklavier {Ger.},複合鍵盤樂器,,德,,2017-08-08
3243105,Orgelmesse {Ger.},管風琴彌撒曲,,德,,2017-08-08
3243106,Orgelpunkt {Ger.},持續音,,德,,2017-08-08
3243107,orgem auditif {Fr.},聽覺器官,,法,,2017-08-08
3243108,orgue à manvielle {Fr.},滾筒風琴,,法,,2017-08-08
3243109,orgue américain {Fr.},美式風琴,,法,,2017-08-08
3243110,orgue de barbarie,手搖管風琴；滾筒管風琴,,法,,2017-08-08
3243111,orgue expressif {Fr.},表情風琴,,法,,2017-08-08
3243112,orgue mustel {Fr.},穆斯特風琴,,法,,2017-08-08
3243113,orgue {Fr.},管風琴,,法,,2017-08-08
3243114,ornamental resolution,裝飾解決,,英,,2017-08-08
3243115,ornamentation {Fr.},裝飾法,,英˙法,,2017-08-08
3243116,ornamentazione {It.},裝飾法,,義,,2017-08-08
3243117,Ornamentik {Ger.},裝飾法,,德,,2017-08-08
3243118,Ornamentinstrumente {Ger.},裝飾樂器,,德,,2017-08-08
3243119,ornaments,裝飾音,,英,,2017-08-08
3243120,orpharion,歐法利翁琴,,英,,2017-08-08
3243121,Orphika {Ger.},奧爾菲卡琴,,德,,2017-08-08
3243122,orquesta típica {Sp.},標準樂隊,,西,,2017-08-08
3243123,oscillater,震盪器；信號產生器,,英,,2017-08-08
3243124,osservanza {It.},謹慎；留意,,義,,2017-08-08
3243125,ossia {It.},或；或者；或是,,義,,2017-08-08
3243126,Osternacht {Ger.},聖週六,,德,,2017-08-08
3243127,ostinato,頑固音型,,英,,2017-08-08
3243128,otava centrale {It.},一點八度｛音域｝,,義,,2017-08-08
3243129,ôter {Fr.},去掉（音栓或弱音器）,,法,,2017-08-08
3243130,ottava alta {It.},高八度,,義,,2017-08-08
3243131,ottava bassa {It.},低八度,,義,,2017-08-08
3243132,ottava diminuita {It.},減八度,,義,,2017-08-08
3243133,ottava giusta {It.},完全八度,,義,,2017-08-08
3243134,ottava sotto,低八度,,英,,2017-08-08
3243135,ottava sotto {It.},低八度,,義,,2017-08-08
3243136,ottava {It.} {Sp.},八度,,義˙西,,2017-08-08
3243137,ottavino {It.},短笛,,義,,2017-08-08
3243138,ottetto vocale {It.},八重唱,,義,,2017-08-08
3243139,ottetto {It.},八重奏；八重奏曲；八重唱；八重唱曲,,義,,2017-08-08
3243140,ottoni {It.},銅管樂器,,義,,2017-08-08
3243141,Ou {Fr.},或；或者；或是,,法,,2017-08-08
3243142,ouïe absolue {Fr.},絕對音感,,法,,2017-08-08
3243143,ouïe en forme de f {Fr.},f 形孔,,法,,2017-08-08
3243144,ouïe relative {Fr.},相對音感,,法,,2017-08-08
3243145,ouïe {Fr.},音孔；聽覺,,法,,2017-08-08
3243146,Outer part,外聲部,,英,,2017-08-08
3243147,outer part(s),外聲部,,英,,2017-08-08
3243148,Outer voice,外聲部,,英,,2017-08-08
3243149,ouverture da concerto {It.},音樂會序曲,,義,,2017-08-08
3243150,ouverture de concert {Fr.},音樂會序曲,,法,,2017-08-08
3243151,Ouverture française {Fr.},法國式序曲,,法,,2017-08-08
3243152,ouverture francese {It.},法國式序曲,,義,,2017-08-08
3243153,ouverture {Fr.},序曲,,法,,2017-08-08
3243154,Ouvertüre {Ger.},序曲,,德,,2017-08-08
3243155,ouvrir {Fr.},開放,,法,,2017-08-08
3243156,overblow,超吹,,英,,2017-08-08
3243157,overlapping,疊接；交越,,英,,2017-08-08
3243158,overlapping of parts,聲部交越,,英,,2017-08-08
3243159,overlapping of sentence,樂句疊接,,英,,2017-08-08
3243160,overstrung,交叉絃列,,英,,2017-08-08
3243161,overtone,泛音,,英,,2017-08-08
3243162,overtones,泛音,,英,,2017-08-08
3243163,overtura {It.} {Sp.},序曲,,義˙西,,2017-08-08
3243164,overture,序曲,,英,,2017-08-08
3243165,oxyrhynchos hymn,奧克西林科斯讚美歌,,英,,2017-08-08
3243166,o（意）,或者,,,,2017-08-08
3243167,p {It.},弱,,義,,2017-08-08
3243168,Paarige Imitation {Ger.},雙模仿,,德,,2017-08-08
3243169,pacato {It.},溫馨的；平穩的,,義,,2017-08-08
3243170,pace,速度,,英,,2017-08-08
3243171,pachanga {Sp.},帕強卡節奏,,西,,2017-08-08
3243172,padiglione {It.},鐘形口｛管樂器｝,,義,,2017-08-08
3243173,padoana {It.},帕多瓦舞曲；帕望舞曲,,義,,2017-08-08
3243174,padovana {It.},帕多瓦舞曲；帕望舞曲,,義,,2017-08-08
3243175,Paduana {Ger.},帕多瓦舞曲；帕望舞曲,,德,,2017-08-08
3243176,paduana {It.},帕多瓦舞曲；帕望舞曲,,義,,2017-08-08
3243177,paean,凱歌；讚歌｛古希臘｝,,英,,2017-08-08
3243178,paganini stroke,帕加尼尼弓法,,英,,2017-08-08
3243179,pagolo,帕戈羅琴,,英,,2017-08-08
3243180,pahu,帕夫鼓,,英,,2017-08-08
3243181,paired imitation,雙模仿,,英,,2017-08-08
3243182,Palestrina style,帕勒斯特利納風格,,英,,2017-08-08
3243183,Palestrinastil {Ger.},帕勒斯特利納風格,,德,,2017-08-08
3243184,palindrome,迴文,,英,,2017-08-08
3243185,palotache,帕洛塔什舞曲,,英,,2017-08-08
3243186,Panaderos,帕納德羅斯舞曲,,西,,2017-08-08
3243187,panconsonant,泛協和音,,英,,2017-08-08
3243188,pandereta {Sp.},鈴鼓,,西,,2017-08-08
3243189,pandiatonicism,泛自然音體系,,英,,2017-08-08
3243190,Pandora,班多拉琴,,英,,2017-08-08
3243191,pandora {It.},班多拉琴,,英˙義,,2017-08-08
3243192,pandore,班多拉琴,,英,,2017-08-08
3243193,pandoura {Gr.},班多拉琴,,希,,2017-08-08
3243194,pandura {Lat.},班多拉琴,,拉,,2017-08-08
3243195,panduri,潘杜利琴,,英,,2017-08-08
3243196,Panflöte {Ger.},排簫，潘神簫,,德,,2017-08-08
3243197,pange lingua {Lat.},＂信友齊來＂歌｛聖體歌之ㄧ｝,,拉,,2017-08-08
3243198,Panharmonicon {Ger.},潘哈莫尼康琴,,德,,2017-08-08
3243199,Panis angelicus {Lat.},天使之糧,,拉,,2017-08-08
3243200,Panpfeife {Ger.},排簫，潘神簫,,德,,2017-08-08
3243201,panpipes,排簫，潘神簫,,英,,2017-08-08
3243202,pantaleon {Fr.},潘塔里翁琴,,法,,2017-08-08
3243203,pantomima {It.}{Sp.},默劇,,義˙西,,2017-08-08
3243204,pantomime {Fr.},默劇；滑稽劇（英国）,,英˙法,,2017-08-08
3243205,Pantomime {Ger.},默劇,,德,,2017-08-08
3243206,pantonal,泛調性,,英,,2017-08-08
3243207,pantonality,泛調性,,英,,2017-08-08
3243208,papadike {Gr.},聖歌本,,希,,2017-08-08
3243209,paracousie double {Fr.},雙耳聽差異常,,法,,2017-08-08
3243210,paracousie {Fr.},矛盾聽覺,,法,,2017-08-08
3243211,paracusis,矛盾聽覺,,英,,2017-08-08
3243212,parallel chords,平行和弦（絃）,,英,,2017-08-08
3243213,parallel construction,平行構造,,英,,2017-08-08
3243214,parallel fifths,平行五度,,英,,2017-08-08
3243215,parallel intervals,平行音程,,英,,2017-08-08
3243216,parallel key,平行調(同主音調),,英,,2017-08-08
3243217,Parallel motion,平行,,英,,2017-08-08
3243218,parallel octaves,平行八度,,英,,2017-08-08
3243219,parallel parts,平行聲部,,英,,2017-08-08
3243220,parallel scale,平行音階,,英,,2017-08-08
3243221,parallel sixths,平行六度,,英,,2017-08-08
3243222,parallel thirds,平行三度,,英,,2017-08-08
3243223,parallel unisons,平行一度,,英,,2017-08-08
3243224,parallel voices,平行聲部,,英,,2017-08-08
3243225,Parallelakkorde {Ger.},關係和絃,,德,,2017-08-08
